Teaser Text,Tag Value,Teaser Normalizado
"Vendedores de autos y de cremas: Los famosos se buscan la vida en la pandemia. |#Revista | Silvestre Dangond, Zion y Lennox, Chiquis, Alejandra Guzmán, Rauw Alejandro y Ednita Nazario, y otros revelaron los desafíos financieros de no tener shows en vivo 

#DiarioLibre #Actualidad #Música ",Clickbait,"vendedor de auto y de crema : el famoso él buscar el vida en el pandemia . |#revisto | silvestre dangond , zion y lennox , chiquis , alejandra guzmán , rauw alejandro y ednita nazario , y otro revelar el desafío financiero de no tener show en vivo 

 # diariolibre # actualidad # música"
"Video | Desde la República Dominicana, Jennifer López celebra los 13 años de sus hijos. |#Revista | Con este gesto, Jennifer López ha demostrado que su arduo trabajo no le impide compartir momentos valiosos con sus hijos

#DiarioLibre #Música #JenniferLópez #Actrices #RepúblicaDominicana
https://t.co/y1UzMqqxON",No,"video | desde el república dominicana , jennifer lópez celebrar el 13 año de su hijo . |#revisto | con este gesto , jennifer lópez haber demostrar que su arduo trabajo no él impedir compartir momento valioso con su hijo 

 # diariolibre # música # jenniferlópez # actrices # repúblicadominicana 
 https://t.co/y1uzmqqxon"
"Vehículo de los secuestradores de dos dominicanos en Haití tenía placa oficial. | #Actualidad | El rapto de los dominicanos se registró en la zona conocida como la 5ª Avenida, en la entrada sur de Puerto Príncipe, un sector considerado anárquico debido a la inseguridad existente.

#DiarioLibre #Secuestro #Haití #DominicanosenHaití 
https://t.co/Iwn9XJxiqH",No,"vehículo de el secuestrador de dos dominicano en haití tener placo oficial . | # actualidad | el rapto de el dominicano él registrar en el zona conocido como el 5ª avenida , en el entrada sur de puerto príncipe , uno sector considerado anárquico debido a el inseguridad existente . 

 # diariolibre # secuestro # haití # dominicanosenhaití 
 https://t.co/iwn9xjxiqh"
"#LasMásLeídasdelaSemana:  Barahona: 12 lugares para conocer la Perla del Sur

Amplía aquí

#DiarioLibre #Noticias #Barahona #LaPerladelSur",Clickbait,"# lasmásleídasdelasemán :   barahona : 12 lugar para conocer el perla del sur 

 ampliar aquí 

 # diariolibre # noticias # barahona # laperladelsur"
"NASA difunde foto de descenso de sonda Perseverance en Marte. |#Internacional | La NASA equipó la nave con una cantidad récord de 25 cámaras y dos micrófonos

#DiarioLibre #Marte #NASA #SondasEspaciales
https://t.co/pyUKNFUsii",No,"nasa difundir foto de descenso de sonda perseverance en marte . |#internacional | el nasa equipar el nave con uno cantidad récord de 25 cámara y dos micrófono 

 # diariolibre # marte # nasa # sondasespacial 
 https://t.co/pyuknfusii"
"Karol G entra a la moda de los urbanos y presume un Ferrari. |#Revista | La colombiana dijo que se aburrió de la yipeta

#DiarioLibre #Farándula #KarolG 
https://t.co/wXiCTsRp1U",No,"karol g entrar a el moda de el urbano y presumir uno ferrari . |#revisto | el colombiana decir que él aburrir de el yipeta 

 # diariolibre # farándula # karolg 
 https://t.co/wxictsrp1u"
"Las seis noticias que debes conocer hoy, martes 6 de octubre. Dos de cada tres votantes del PSOE tampoco apoyan los ataques al Rey y otras cinco noticias que debes conocer hoy, martes 6 de octubre #Comienzaeldíainformado #Buenosdías #FelizMartes",Clickbait,"el seis noticia que deber conocer hoy , martes 6 de octubre . dos de cada tres votante del psoe tampoco apoyar el ataque al rey y otro cinco noticia que deber conocer hoy , martes 6 de octubre # comienzaeldíainformado # buenosdías # felizmartes"
"Rescatan cocodrilos que el expelotero José Rijo mantenía bajo condiciones deplorables. | #Actualidad | El expelotero José Rijo conservaba estos animales en cautiverio sin los debidos permisos ambientales, según autoridades.

#DiarioLibre #Cocodrilos #Expelotero #JoséRijo
https://t.co/Jtn992orNz",No,"rescatar cocodrilo que el expelotero josé rijo mantener bajo condición deplorabl . | # actualidad | el expelotero josé rijo conservar este animal en cautiverio sin el debido permiso ambiental , según autoridad . 

 # diariolibre # cocodrilos # expelotero # josérijo 
 https://t.co/jtn992ornz"
"|#Actualidad | Estados Unidos sube el tono con Haití y condena las acciones “autoritarias” de Moise
Ampliar aquí

#DiarioLibre #Sociedad #CrisisPolíticaenHaití #EstadosUnidos #Haití",No,"|#actualidad | estados unidos subir el tono con haití y condenar el acción “ autoritaria ” de moise 
 ampliar aquí 

 # diariolibre # sociedad # crisispolíticaenhaití # estadosunido # haití"
"Terremoto 7,0 de Huasco sacudió una de las tres brechas sísmicas más importantes de Chile",No,terremoto 7.0 de huasco sacudir uno de el tres brecha sísmica más importante de chile
"La DGII publica nuevo plazo para revalorización de bienes y regularizar deudas tributarias. |#Economía | Los contribuyentes que quieran acogerse tendrán un plazo de 90 días calendario que vence el próximo 18 de mayo

#DiarioLibre #DGII #Impuestos #Plazo #Deuda
https://t.co/NLC4r2Xhai",No,"el dgii publicar nuevo plazo para revalorización de bien y regularizar deuda tributario . |#economiar | el contribuyente que querer acoger él tener uno plazo de 90 día calendario que vencer el próximo 18 de mayo 

 # diariolibre # dgii # impuestos # plazo # deuda 
 https://t.co/nlc4r2xhai"
"Puerto Rico confirma su primer caso de la variante británica. |#Actualidad | En una mujer boricua de cerca de 50 años fue detectada la cepa b117 que llegó a la isla haciendo escala en Estados Unidos

#DiarioLibre #Coronavirus #PuertoRico #COVID19 #Vacunas 
https://t.co/S2YEhLabK1",No,"puerto rico confirmar su primero caso de el variante británico . |#actualidad | en uno mujer boricua de cerca de 50 año ser detectar el cepa b117 que llegar a el isla hacer escala en estados unidos 

 # diariolibre # coronavirus # puertorico # covid19 # vacunas 
 https://t.co/s2yehlabk1"
Madrid invertirá este año más de 340 millones en recuperar los 94.000 empleos perdidos por la crisis,No,madrid invertir este año más de 340 millón en recuperar el 94000 empleo perdido por el crisis
"Cómo hacer berenjenas apanadas con queso feta

https://t.co/Uq8vuiffYG",Clickbait,"cómo hacer berenjena apanada con queso feta 

 https://t.co/uq8vuiffyg"
🇬🇧 Reino Unido registra 9.800 nuevos casos y 215 fallecidos,No,🇬 🇧 reino unido registrar 9800 nuevo caso y 215 fallecido
"Antonio Peña y Mike Torres debutarán con la selección en la Ventana de Puerto Rico. |#Deportes | Definen los 12 que irán al torneo que clasifica a la AmeriCup

#DiarioLibre #Fedombal #AntonioPeña #MikeTorres 
https://t.co/HlpeFwDqhK",No,"antonio peña y mike torres debutar con el selección en el ventana de puerto rico . |#deport | definir el 12 que ir al torneo que clasificar a el americup 

 # diariolibre # fedombal # antoniopeña # miketorres 
 https://t.co/hlpefwdqhk"
"Salida en helicóptero y honores militares para despedir a Trump. Donald Trump abandonará la Casa Blanca en la mañana del miércoles en un helicóptero, ante un reducido grupo de simpatizantes y empleados de su Administración, y se desplazará hasta la base aérea de Andrews, en el estado de Maryland y a 25 kilómetr…",No,"salida en helicóptero y honor militar para despedir a trump . donald trump abandonar el casa blanca en el mañana del miércoles en uno helicóptero , ante uno reducido grupo de simpatizante y empleado de su administración , y él desplazar hasta el base aéreo de andrews , en el estado de maryland y a 25 kilómetr …"
🇨🇴 ONU destaca avances en investigación de “falsos positivos” en Colombia que ascienden a más de 6.400,No,🇨 🇴 onu destacar avance en investigación de “ falso positivo ” en colombia que ascender a más de 6400
"Conozca Sinovac, la vacuna china que usará República Dominicana contra el COVID-19. | #Actualidad | La tasa de efectividad de Sinovac, la vacuna china que usará República Dominicana contra el COVID-19, ha sido diferente en varios países, lo que ha generado recelo.

#DiarioLibre #Sinovac #VacunaChina #Covid19 #Pandemia
https://t.co/2kHDvhTecG",No,"conozca sinovac , el vacuno china que usar república dominicana contra el covid-19 . | # actualidad | el tasa de efectividad de sinovac , el vacuno china que usar república dominicana contra el covid-19 , haber ser diferente en varios país , él que haber generar recelo . 

 # diariolibre # sinovac # vacunachina # covid19 # pandemia 
 https://t.co/2khdvhtecg"
"“La única forma de enfrentar el abuso de poder es con la verdad”, Margaret Atwood",No,"“ el único forma de enfrentar el abuso de poder ser con el verdad ” , margaret atwood"
Sanidad revende 30.000 dosis de la vacuna contra el coronavirus a Andorra,No,sanidad revende 30000 dosis de el vacuna contra el coronavirus a andorra
🇦🇷 Protestas contra la violencia de género reunieron a miles de personas en Buenos Aires,No,🇦 🇷 protestas contra el violencia de género reunir a mil de persona en buenos aires
"#LasMásLeídas:  Ministro Salud admite que “casas comerciales han ido fallando” en la entrega de vacunas contra el COVID-19

Amplía aquí

#DiarioLibre #Noticias #Covid19",No,"# lasmásleídas :   ministro salud admitir que “ casa comercial haber ir fallar ” en el entrega de vacuna contra el covid-19 

 ampliar aquí 

 # diariolibre # noticias # covid19"
"Ruta aérea de Nueva York a Santiago, entre las más transitadas del mundo. |#DiarioLibreUSA | Ocupa actualmente el sexto puesto con 108,876 asientos por mes

#DiarioLibre #RutaAérea #Aerolínea
https://t.co/gwf4xnSmxl",No,"ruta aéreo de nueva york a santiago , entre el más transitada del mundo . |#diariolibreusa | ocupar actualmente el sexto puesto con 108.876 asiento por mes 

 # diariolibre # rutaaérea # aerolínea 
 https://t.co/gwf4xnsmxl"
"Director de Contrataciones le responde al senador Yván Lorenzo. |#Actualidad| Lorenzo lo tildó de “irresponsable” por no acudir a dos invitaciones.

#DiarioLibre #SenadoRD 
https://t.co/mfkdLk1SeN",Clickbait,"director de contrataciones él responder al senador yván lorenzo . |#actualidad| lorenzo él tildar de “ irresponsable ” por no acudir a dos invitación . 

 # diariolibre # senadord 
 https://t.co/mfkdlk1sen"
"|#Viral| Niña terminó con cientos de juguetes enredados en el pelo
La madre de la pequeña duró 20 horas tratando de sacarlos con acondicionador y aceite.

Detalles aquí",Clickbait,"|#viral| niña terminar con ciento de juguete enredado en el pelo 
 el madre de el pequeño durar 20 hora tratar de sacar él con acondicionador y aceite . 

 detalles aquí"
"Liga de Baloncesto Oriental y Ministerio de Salud trabajan protocolo sanitario para torneo. |#Deportes | El alcalde Jiménez mostró su agradecimiento por las recomendaciones de Guzmán

#DiarioLibre #BaloncestoDominicano #Alcaldes #Covid19
https://t.co/z0Djcaxxyx",No,"liga de baloncesto oriental y ministerio de salud trabajar protocolo sanitario para torneo . |#deport | el alcalde jiménez mostrar su agradecimiento por el recomendación de guzmán 

 # diariolibre # baloncestodominicano # alcaldes # covid19 
 https://t.co/z0djcaxxyx "
📈 @pulso_tw | Los altos mandos de los fabricantes de vacunas Covid-19 vendieron casi US$ 500 millones de acciones el año pasado,No,📈 @pulso_tw | el alto mando de el fabricante de vacuna covid-19 vendar casi us$ 500 millón de acción el año pasado
La emoción del hijo de Thor Heyerdahl sobre el estudio que asegura que hubo contacto temprano entre la Polinesia y Sudamérica: “Mi padre tenía razón”,Clickbait,el emoción del hijo de thor heyerdahl sobre el estudio que asegurar que haber contacto temprano entre el polinesia y sudamérica : “ mi padre tener razón ”
Elecciones polémicas en el Barça: Freixa censura a Laporta,No,elección polémico en el barça : freixa censurar a laporta
Extremadura estrena desde hoy el toque de queda a las 10.00 de la noche,No,extremadura estrenar desde hoy el toque de queda a el 10.00 de el noche
"China aprueba Sinopharm, su primera vacuna anti-covid con vistas a distribuirla gratis",No,"china aprobar sinopharm , su primero vacuna anti-covid con vistas a distribuir él gratis"
El desafío de bajar la cifra diaria: Lo que tienes que saber este jueves del coronavirus,Clickbait,el desafío de bajar el cifra diario : él que tener que saber este jueves del coronavirus
Las empresas que reabran hoy podrán mantener los ERTE,No,el empresa que reabrar hoy poder mantener el erte
Cuidado con los ojos: podrían ser una entrada para la transmisión del coronavirus,Clickbait,cuidado con el ojo : poder ser uno entrada para el transmisión del coronavirus
España minimiza la cepa británica con una limitación parcial de sus vuelos,No,españa minimizar el cepa británico con uno limitación parcial de su vuelo
"El distanciamiento social deberá extenderse hasta 2022, según un estudio de Harvard",No,"el distanciamiento social deber extender él hasta 2022 , según uno estudio de harvard"
“¿Voy a mi ejecución?”: El largo y extenuante día de un médico combatiendo el coronavirus,Clickbait,“ ¿ ir a mi ejecución ? ” : el largo y extenuante día de uno médico combatir el coronavirus
Cuarentena y relaciones de pareja: ¿Cómo mantener el equilibrio al estar juntos 24/7?,Clickbait,cuarentena y relación de pareja : ¿ cómo mantener el equilibrio al estar junto 24/7 ?
Atragantamiento en menores: así debes actuar,Clickbait,atragantamiento en menor : así deber actuar
La desidia de Cultura pone en riesgo la unidad de un archivo esencial para la historia de España. #Lomásvisto Un impresionante archivo esencial para la historia de España,Clickbait,el desidia de cultura poner en riesgo el unidad de uno archivo esencial para el historia de españa . # lomásvisto uno impresionante archivo esencial para el historia de españa
Dos nuevas ideas de WhatsApp para combatir los bulos,Clickbait,dos nuevo idea de whatsapp para combatir el bulo
"Jawlensky, Morandi, Miró y Winogrand, grandes protagonistas de la Fundación Mapfre en 2021. .@mapfreFcultura ha presentado su programación cultural para 2021",No,"jawlensky , morandi , miró y winogrand , grande protagonista de el fundación mapfre en 2021 . .@mapfrefcultura haber presentar su programación cultural para 2021"
Así tienes que hablar de sexo con tus hijos,Clickbait,así tener que hablar de sexo con tu hijo
Cayetano Martínez de Irujo se rompe al desvelar el verdadero motivo de la ruptura familiar,Clickbait,cayetano martínez de irujo él romper al desvelar el verdadero motivo de el ruptura familiar
Pandemia de coronavirus por el mundo: Revisa el mapa interactivo actualizado. ➡🌎 Mapa interactivo actualizado con la pandemia de coronavirus por el mundo 😷,No,pandemia de coronavirus por el mundo : revisar el mapa interactivo actualizado . ➡ 🌎 mapa interactivo actualizado con el pandemia de coronavirus por el mundo 😷
"Eventos deportivos, ceremonias religiosas, vacaciones: el planeta se prepara para el avance del coronavirus",No,"evento deportivo , ceremonia religioso , vacación : el planeta él preparar para el avance del coronavirus"
"Las seis noticias que debes conocer hoy, miércoles 11 de noviembre. El Gobierno oculta al Congreso la actividad del «ministerio de la verdad» y otras cinco noticias que debes conocer hoy, miércoles 11 de noviembre",Clickbait,"el seis noticia que deber conocer hoy , miércoles 11 de noviembre . el gobierno ocultar al congreso el actividad del « ministerio de el verdad » y otro cinco noticia que deber conocer hoy , miércoles 11 de noviembre"
«Cuba no devolverá nada hasta que mueran los Castro»,No,« cuba no devolver nada hasta que morir el castro »
"Columna de Pablo Dubois: ""Ciberseguridad en contextos de convulsión social""",No,"columna de pablo dubois : "" ciberseguridad en contexto de convulsión social """
Quince trucos para educar la atención de tus hijos en casa y conseguir niños concentrados,Clickbait,quince truco para educar el atención de tu hijo en casa y conseguir niño concentrado
👉¡Relevante! Dia nombra a Ricardo Álvarez como su nuevo consejero delegado en España,No,👉 ¡ relevante ! dia nombra a ricardo álvarez como su nuevo consejero delegado en españa
🇫🇷 Francia confirma fallecido por Covid-19: Se trata del primer deceso fuera de Asia,No,🇫 🇷 francia confirmar fallecido por covid-19 : él tratar del primero deceso fuera de asia
Los socios del Gobierno apoyan la ley de eutanasia en el Senado pese a admitir «su poca calidad legislativa» Los socios del Gobierno apoyan la ley de eutanasia en el Senado pese a reconocer «su baja calidad legislativa»,No,el socio del gobierno apoyar el ley de eutanasia en el senado pese a admitir « su poco calidad legislativo » el socio del gobierno apoyar el ley de eutanasia en el senado pese a reconocer « su bajo calidad legislativo »
📌 Entrevista ABC a Andrea Falcón: «El fútbol femenino crece a pasos agigantados»,No,📌 entrevista abc a andrea falcón : « el fútbol femenino crecer a paso agigantado »
"El PSOE, a la concertada: «Para qué nos vamos a reunir, está todo pactado»",No,"el psoe , a el concertada : « para qué yo ir a reunir , estar todo pactado »"
"Margarita Salas: «Los investigadores en España no hacen ciencia, hacen milagros» Su última entrevista concedida a ABC hace apenas unos meses. Descanse en paz.",No,"margarita salas : « el investigador en españa no hacer ciencia , hacer milagro » su último entrevista concedido a abc hacer apenas uno mes . descanse en paz ."
Liga Endesa. Horario y dónde ver en directo el clásico entre Real Madrid y Barcelona #ACB,Clickbait,liga endesa . horario y dónde ver en directo el clásico entre real madrid y barcelona # acb
El placer de mirar las vidas ajenas. La obra narra el encuentro entre un profesor de instituto y un alumno,No,el placer de mirar el vida ajeno . el obra narrar el encuentro entre uno profesor de instituto y uno alumno
James y Davis arruinan la fiesta navideña de Doncic #NBA,No,james y davis arruinar el fiesta navideño de doncic # nba
Acerinox cierra definitivamente el ERE de Campo de Gibraltar que afectará a 215 trabajadores,No,acerinox cerrar definitivamente el ere de campo de gibraltar que afectar a 215 trabajador
¿Puede una persona atravesar un agujero de gusano?,Clickbait,¿ poder uno persona atravesar uno agujero de gusano ?
La inestabilidad política dispara el pesimismo económico de los españoles,No,el inestabilidad político disparar el pesimismo económico de el español
"Dimite el líder social liberal danés por acosar sexualmente a una diputada de su misma formación política. El líder del Partido Social Liberal danés, Morten Østergaard, ha dimitido de su cargo debido a su implicación en un episodio de acoso sexual a una diputada de su misma formación política ocurrido una década atrás.

La salida de Østergaard, que l…",No,"dimitir el líder social liberal danés por acosar sexualmente a uno diputada de su mismo formación político . el líder del partido social liberal danés , morten østergaard , haber dimitir de su cargo debido a su implicación en uno episodio de acoso sexual a uno diputada de su mismo formación político ocurrido uno década atrás . 

 el salida de østergaard , que l …"
Tu «smartphone» debería durar 25 años para compensar su impacto en el medio ambiente,No,tu « smartphonir » deber durar 25 año para compensar su impacto en el medio ambiente
La Gestora del Barcelona convoca elecciones para el 24 de enero en diez sedes,No,el gestora del barcelona convocar elección para el 24 de enero en diez sed
El Gobierno prepara una eutanasia exprés y «a domicilio» El Gobierno plantea la eutanasia exprés y «a domicilio»,No,el gobierno preparar uno eutanasio exprés y « a domicilio » el gobierno plantear el eutanasio exprés y « a domicilio »
"Francisco Sagasti: “No hay en el mundo compradores privados de vacunas, lo que existen son estafadores”
https://t.co/NgZoryyq9L",No,"francisco sagasti : “ no haber en el mundo comprador privado de vacuna , él que existir ser estafador ” 
 https://t.co/ngzoryyq9l"
La historia de la mujer que robó a ocho conjuntos en Bogotá ►,Clickbait,el historia de el mujer que robar a ocho conjunto en bogotá ►
Hernando de Soto expresa su solidaridad a Rafael López Aliaga en protesta frente al JNE. Hernando de Soto apoya a Rafael López Aliaga en protesta frente al JNE,No,hernando de soto expresar su solidaridad a rafael lópez aliaga en protesta frente al jne . hernando de soto apoyar a rafael lópez aliaga en protesta frente al jne
"Investigan feminicidio de policía en Mariquita a manos de un soldado. #NoEsHoraDeCallar | En la noche del viernes, Bejarano, que llegaba a su lugar de residencia, fue atacada con arma de fuego. Esto es lo que se conoce del caso ⬇️",No,"investigar feminicidio de policía en mariquita a manos de uno soldado . # noeshoradecallar | en el noche del viernes , bejarano , que llegar a su lugar de residencia , ser atacar con arma de fuego . este ser él que él conocer del caso ⬇ ️"
"Google y Facebook coordinaron su respuesta antimonopolio, según la prensa @prensa_libre",No,"google y facebook coordinar su respuesta antimonopolio , según el prensa @prensa_libre"
Chadwick Boseman se coronó como Mejor actor en los Critics Choice Awards 2021,No,chadwick boseman él coronar como mejor actor en el critics choice awards 2021
Cómo EE.UU. e India perdieron plutonio en el Himalaya mientras trataban de espiar a China (y los riesgos que implica),Clickbait,cómo ee.uu. e india perder plutonio en el himalaya mientras tratar de espiar a china ( y el riesgo que implicar )
¡Ojo! Estas medidas ya no se aplicarán para prevenir el covid. 🚨 ATENCIÓN 🚨 El Ministerio de Salud eliminó una serie de medidas y protocolos sanitarios que se estaban llevando a cabo en sitios públicos para prevenir el covid. Conozca las medidas que ya no van más 👉,Clickbait,¡ ojo ! este medida ya no él aplicar para prevenir el covid . 🚨 atención 🚨 el ministerio de salud eliminar uno serie de medida y protocolo sanitario que él estar llevar a cabo en sitio público para prevenir el covid . conozcar el medida que ya no ir más 👉
"Elecciones y vacunación contra el COVID-19: ¿Qué dijo el viceministro de Salud sobre los miembros de mesa?
https://t.co/csvpOygjNP",Clickbait,"elecciones y vacunación contra el covid-19 : ¿ qué decir el viceministro de salud sobre el miembro de mesa ? 
 https://t.co/csvpoygjnp"
"Después de “Theran”, Apple apuesta por una nueva serie israelí: conoce cuál es y de qué trata
►https://t.co/gPaHaPojR1",Clickbait,"después de “ theran ” , apple apostar por uno nuevo serie israelí : conocer cuál ser y de qué tratar 
 ► https://t.co/gpahapojr1"
Ética rechaza investigar a congresista Carlos Almerí por usar logo de Podemos Perú en el Parlamento,No,ética rechazar investigar a congresista carlos almerí por usar logo de podemos perú en el parlamento
"Sabor de exportación: Cómo las salsas guatemaltecas triunfan en Amazon (y qué estados las prefieren) #PorSiNoLoVio | Dos empresas guatemaltecas que exportan salsas y recados preparados hacia #EEUU se abren paso en varios mercados, una de ellas vende directamente al consumidor a través de #Amazon. ",Clickbait,"sabor de exportación : cómo el salsa guatemalteco triunfan en amazon ( y qué estado él preferir ) # porsinolovio | dos empresa guatemalteco que exportar salsa y recado preparado hacia # eeuu él abrir paso en varios mercado , uno de él vender directamente al consumidor a través de # amazon ."
"Franco Salinas, vocero de Acción Popular, considera que fiscal de la Nación “se burla del Congreso” por no asistir a Comisión de Justicia",No,"franco salinas , vocero de acción popular , considerar que fiscal de el nación “ él burlar del congreso ” por no asistir a comisión de justicia"
"🇨🇴 ¿Qué pasa si tengo la edad pero no los requisitos para pensionarme?

En nuestro #ConsultorioJurídico le contamos la respuesta a esta y otras inquietudes sobre el sistema de pensiones en el país 👉",Clickbait,"🇨 🇴 ¿ qué pasar si tener el edad pero no el requisito para pensionarme ? 

 en nuestro # consultoriojurídico él contar el respuesta a este y otro inquietud sobre el sistema de pensión en el país 👉"
¿Por qué testigo clave de caso Uribe no quiere hablar con la Fiscalía? Testigo estrella del caso Uribe se niega a declarar ante la Fiscalía. Le contamos vía @Uinvestigativa ►,Clickbait,¿ por qué testigo clave de caso uribe no querer hablar con el fiscalía ? testigo estrella del caso uribe él negar a declarar ante el fiscalía . él contar vía @uinvestigativo ►
"Insólito: se disfrazaron de policías y robaron joyería en Barranquilla. ¡Insólito! 😠 En video quedó registrado el robo a una joyería ubicada en un centro comercial del norte de Barranquilla, por parte de dos individuos disfrazados de policías. Acá le mostramos ➡️",Clickbait,"insólito : él disfrazar de policía y robar joyería en barranquilla . ¡ insólito ! 😠 en video quedar registrado el robo a uno joyería ubicado en uno centro comercial del norte de barranquilla , por parte de dos individuo disfrazado de policía . acá él mostramos ➡ ️"
"El Palacio de Buckingham investiga las acusaciones contra Meghan Markle, señalada por acoso laboral",No,"el palacio de buckingham investigar el acusación contra meghan markle , señalado por acoso laboral"
Fallece el destacado y conocido actor guatemalteco Herbert Meneses. La familia confirmó su muerte este sábado 6 de marzo.,No,fallecer el destacado y conocido actor guatemalteco herbert meneses . el familia confirmar su muerte este sábado 6 de marzo .
"Alcaldías de Bogotá, Medellín y Cali, a responder por fotomultas. La procuraduría dio cinco días de plazo a las secretarías de movilidad de Bogotá, Medellín y Cali para explicar cómo están funcionando los comparendos por fotomulta. 👉

Más información en #CityNoticiasMD",No,"alcaldía de bogotá , medellín y cali , a responder por fotomulta . el procuraduría dar cinco día de plazo a el secretaría de movilidad de bogotá , medellín y cali para explicar cómo estar funcionar el comparendo por fotomulta . 👉 

 más información en # citynoticiasmd"
Conozca estos 5 videojuegos para divertirse en familia: @prensa_libre,Clickbait,conozcar este 5 videojuego para divertir él en familia : @prensa_libre
"El 77% de los consumidores devolverá sus regalos de Navidad este año
►https://t.co/1sBFRiwQc6",Clickbait,"el 77% de el consumidor devolver su regalo de navidad este año 
 ► https://t.co/1sbfriwqc6"
Kim Kardashian pide el divorcio a Kanye West tras 6 años de matrimonio ►,No,kim kardashian pedir el divorcio a kanye west tras 6 año de matrimonio ►
Merkel propone aligerar restricciones por la pandemia de coronavirus en Alemania desde el 8 de marzo,No,merkel proponer aligerar restricción por el pandemia de coronavirus en alemania desde el 8 de marzo
Por qué la gente deja Facebook (y qué nos dice esto sobre el futuro de las redes sociales)  @prensa_libre,Clickbait,por qué el gente dejar facebook ( y qué yo decir este sobre el futuro de el red social )   @prensa_libre
"¿Qué es Covax Facility? Esto debes saber sobre la organización que proveerá de vacunas al país en este primer trimestre
https://t.co/ZC7iUA1eyg",Clickbait,"¿ qué ser covax facility ? este deber saber sobre el organización que proveer de vacuna al país en este primero trimestre 
 https://t.co/zc7iua1eyg"
"''In articulo mortis'', por Alejandro Angulo Fontiveros #Opinión",No,"'' in articulo mortis '' , por alejandro angulo fontiveros # opinión"
"Elecciones 2021: JNE evaluará este martes 16 apelación a exclusión de candidatura de Luna Gálvez al Congreso
https://t.co/WoyRoL3cGV",No,"elecciones 2021 : jne evaluar este martes 16 apelación a exclusión de candidatura de luna gálvez al congreso 
 https://t.co/woyrol3cgv"
"Filgua 2020: actividades y talleres para disfrutar la Feria del Libro en línea. ¡Hoy inició @FILGuatemala! Estas son algunas actividades, como talleres y conversatorios, que podrá disfrutar durante los próximos once días. @prensa_libre",Clickbait,"filgua 2020 : actividad y taller para disfrutar el feria del libro en línea . ¡ hoy iniciar @filguatemala ! este ser alguno actividad , como taller y conversatorio , que poder disfrutar durante el próximo once día . @prensa_libre"
"Ica: donan 120 ataúdes de cartón prensado para enterrar a fallecidos por coronavirus. Donación fue otorgada por la alianza entre el Rotary Club Nuestra Señora de Gracia con la empresa Cartones Villa María S.A.C – CARVINSA

https://t.co/HsPr82fuhO",No,"ica : donar 120 ataúd de cartón prensado para enterrar a fallecido por coronavirus . donación ser otorgar por el alianza entre el rotary club nuestra señora de gracia con el empresa cartones villa maría s.a.c – carvinsa 

 https://t.co/hspr82fuho"
Consejos para comprar en línea de forma segura esta Navidad. Las estafas en línea son una realidad a la que todos estamos expuestos. Acá le damos algunos consejos que lo pueden prevenir de este problema y realizar compras en línea en sitios seguros. @prensa_libre,Clickbait,consejos para comprar en línea de forma seguro este navidad . el estafa en línea ser uno realidad a el que todo estar expuesto . acá él dar alguno consejo que él poder prevenir de este problema y realizar compra en línea en sitio seguro . @prensa_libre
Brasil encadena cinco días con más de 1.300 muertes diarias por coronavirus,No,brasil encadenar cinco día con más de 1300 muerte diario por coronavirus
La reina Isabel II anima a los británicos a vacunarse contra el coronavirus,No,el reina isabel ii animar a el británico a vacunar él contra el coronavirus
SNMPE: Gobiernos subnacionales recibieron cerca de S/65.000 mlls. por canon y regalías en la última década ►https://t.co/xtTWut4h9t,No,snmpe : gobierno subnacional recibir cerca de s/65000 mlls . por canon y regalía en el último década ► https://t.co/xttwut4h9 t
Paso a paso para recibir placas metálicas a partir del lunes 4 de enero. A partir de este lunes 4 de enero los contribuyentes que tengan placas de papel o de vinil podrán cambiarlas por las placas metálicas. Este es el paso a paso del proceso: ,Clickbait,pasar a paso para recibir placa metálico a partir del lunes 4 de enero . a partir de este lunes 4 de enero el contribuyente que tener placa de papel o de vinil poder cambiar él por el placa metálico . este ser el paso a paso del proceso :
"#Sunedu culminó proceso de #licenciamiento: una de cada tres universidades fueron denegadas. Más de 1 millón de alumnos se han visto beneficiados. Sin embargo, las universidades denegadas han afectado a casi 240.000 estudiantes (https://t.co/49tRFLXNNI) Por: @feralayo",No,"# sunedu culminar proceso de # licenciamiento : uno de cada tres universidad ser denegar . más de 1 millón de alumno él haber ver beneficiado . sin embargo , el universidad denegada haber afectar a casi 240000 estudiante ( https://t.co/49trflxnni ) por : @feralayo"
"Horóscopo: ¿Qué dicen las predicciones para hoy sábado 16 de enero? Horóscopo 2021: consulta aquí las predicciones más acertadas de tu signo zodiacal, hoy sábado 16 de enero
►",Clickbait,"horóscopo : ¿ qué decir el predicción para hoy sábado 16 de enero ? horóscopo 2021 : consultar aquí el predicción más acertado de tu signo zodiacal , hoy sábado 16 de enero 
 ►"
"El caso de Nelson desafía al país. En septiembre de 2010, Prensa Libre dio a conocer su historia. Llegó al hospital de Chiquimula con 3 años, pero pesando 16 libras y pareciendo de 8 meses debido a la desnutrición. En Perspectivas, parte de la segunda entrega por el  #Bicentenario: ",No,"el caso de nelson desafiar al país . en septiembre de 2010 , prensa libre dar a conocer su historia . llegar al hospital de chiquimula con 3 año , pero pesar 16 libras y parecer de 8 mes debido a el desnutrición . en perspectivas , parte de el segundo entrega por el   # bicentenario :"
