Teaser Text,Tag Value,Teaser Normalizado
"Así sería internet si desaparecieran todas las líneas de código escritas por mujeres | VIDEO
https://t.co/W5GkmOQFMh",Clickbait,"internet desaparecer línea código escrita mujer | video 
 https://t.co/w5gkmoqfmh"
"Bibliotecas gratuitas que podemos encontrar en línea. Este 24 de octubre, en el marco del Día de la Biblioteca, conozca estas bibliotecas gratuitas que puede encontrar en línea: @fherrera_PL",Clickbait,"bibliotecas gratuito encontrar línea . 24 octubre , marco biblioteca , conocer biblioteca gratuito encontrar línea : @fherrera_pl"
"Reino Unido despliega la primera campaña de vacunación contra el COVID-19
https://t.co/yOxszqopEM",No,"reino unido desplegar campaña vacunación covid-19 
 https://t.co/yoxszqopem"
"Rubén Vargas asegura que el pase al retiro de 18 generales de la policía fue “constitucional y legal”
https://t.co/DhBKJl5WgG",No,"rubén vargas asegurar pase retiro 18 general policía “ constitucional legal ” 
 https://t.co/dhbkjl5wgg"
Navidad y Año Nuevo en pandemia: ¿cómo celebrar sin exponernos al contagios del COVID-19? El Minsa y expertos piden evitar reuniones fuera de casa y recomiendan celebraciones virtuales o cumpliendo medidas sanitarias.,Clickbait,navidad año pandemia : ¿ celebrar exponerno contagio covid-19 ? minsa experto pedir evitar reunión casa recomendar celebración virtual cumplir medida sanitario .
"Pfizer presenta solicitud para uso de emergencia de su candidata a vacuna contra el coronavirus en EE.UU.
https://t.co/wzoGih9qUh",No,"pfizer presentar solicitud emergencia candidata vacuna coronavirus ee.uu. 
 https://t.co/wzogih9quh"
"Quevedo: La ""U"" también podría recibir beneficios por derechos de formación ►https://t.co/oJeRlTN3bL",No,"quevedo : "" "" recibir beneficio derecho formación ► https://t.co/ojerltn3bl"
"Fallece de cáncer a los 53 años Pau Donés, líder de Jarabe de Palo. Pau Donés, vocalista de Jarabe de Palo, falleció a consecuencia del cáncer que le diagnosticaron en 2015 y contra el que había estado batallando desde entonces. @prensa_libre",No,"fallecer cáncer 53 año pau donés , líder jarabe palo . pau donés , vocalista jarabe palo , fallecer consecuencia cáncer diagnosticar 2015 batallar . @prensa_libre"
"La vacuna les robó la cámara a los candidatos, una crónica de Fernando Vivas [@arkadin1]

📰 Contenido solo para suscriptores de El Comercio. Suscríbete aquí para más reportajes ►

https://t.co/pIsLMo4EZy",No,"vacuna robar cámara candidato , crónica fernando vivas [ @arkadin1 ] 

 📰 contenido suscriptor comercio . suscríbete reportaje ► 

 https://t.co/pislmo4ezy"
"Captan “silueta de Maradona” durante una tormenta en La Plata, Argentina. ¿Qué forma le ves a estas nubes? Esto dicen muchos seguidores de Maradona:",Clickbait,"captar “ silueta maradona ” tormenta plata , argentina . ¿ forma ves nube ? seguidor maradona :"
Estas son 5 plataformas de entretenimiento para diversificar sus horas de diversión:,Clickbait,5 plataforma entretenimiento diversificar hora diversión :
"John Lennon a 40 años de su muerte: ¿Cuánto influyó ‘El guardián entre el centeno’ en el asesino del ex-Beatle?
►
por @jldelcampopun",Clickbait,"john lennon 40 año muerte : ¿ influir ‘ guardián centeno ’ asesino ex-beatle ? 
 ► 
 @jldelcampopun"
"Simeone, sobre Joao Félix: Me gustan los jugadores rebeldes. El entrenador del Atlético de Madrid, Diego Simeone, dijo este domingo tras vencer al Villarreal (0-2) que le gustan los jugadores rebeldes, en relación al gesto de mandar callar que hizo el portug…",No,"simeonir , joao félix : gustar jugador rebelde . entrenador atlético madrid , diego simeone , domingo vencer villarreal ( 0-2 ) gustar jugador rebelde , relación gesto mandar callar portug …"
"El Real España se interesa en el goleador de Municipal, Ramiro Rocca, según medio catracho. #TodoDeportesPL l El Real España de Honduras va a la caza de Ramiro Rocca.",No,"real españa interesar goleador municipal , ramiro rocca , catracho . # tododeportespl l real españa honduras caza ramiro rocca ."
Cirugías plásticas pueden ser riesgosas en manos inadecuadas. #PorSiNoLoVio La historia de Sindy que se sometió a una cirugía plástica anunciada en Facebook...no imaginó lo que ocurriría después.https://t.co/KzEx0Hsirg,Clickbait,cirugías plástico riesgosa mano inadecuado . # porsinolovio historia sindy someter cirugía plástico anunciado facebook ... imaginar ocurrir después.https://t.co/kzex0hsirg
"Ley de promoción agraria: ministros de Estado acuden al pleno del Congreso para exposición. Ley de promoción agraria: ministros de Estado acudirán al pleno del Congreso para exposición

Por Alicia Rojas [@AliciARojas]

https://t.co/pFEoGQq4qo",No,"ley promoción agrario : ministro acudir pleno congreso exposición . ley promoción agrario : ministro acudir pleno congreso exposición 

 alicia rojas [ @aliciarojas ] 

 https://t.co/pfeogqq4qo"
Cristiano Ronaldo y Lionel Messi: así recibieron el año 2021 en familia. Los astros del futbol mundial Cristiano Ronaldo y Lionel Messi recibieron el año 2021 con sus respectivas familias y enviaron un mensaje especial a sus seguidores. 🤗⚽,Clickbait,cristiano ronaldo lionel messi : recibir año 2021 familia . astro futbol mundial cristiano ronaldo lionel messi recibir año 2021 respectivo familia enviar mensaje especial seguidor . 🤗 ⚽
"Martín Vizcarra fue vacado hace un mes: Los hitos de una crisis política que aún deja huella
Una nota de René Zubieta Pacco @renezp 
Solo para suscriptores de El Comercio. Suscríbete aquí ►
https://t.co/gIb3qAuVtD",Clickbait,"martín vizcarra vacar mes : hito crisis político dejar huella 
 nota rené zubieta pacco @renezp 
 suscriptor comercio . suscríbete ►  
 https://t.co/gib3qauvtd"
Consejos para mejorar su perfil en los sitios de citas. ¿Utiliza alguna aplicación de citas y no lo contactan tantas personas como quisiera? Probablemente debe modificar algunos aspectos de su perfil. En la siguiente nota le contamos cómo hacerlo ► @prensa_libre,Clickbait,consejos mejorar perfil sitio cita . ¿ utilizar aplicación cita contactar tanto persona quisiera ? probablemente modificar aspecto perfil . nota contar ► @prensa_libre
"Estas son las propuestas de Lidiette Silvana Martínez, Ministra de Cultura y Deportes. Las propuestas de Lidiette Silvana Martínez, Ministra de Cultura y Deportes:
@prensa_libre",Clickbait,"propuesta lidiette silvana martínez , ministra cultura deportes . propuesta lidiette silvana martínez , ministra cultura deportes : 
 @prensa_libre"
500 vacunas #Sputnik V llegan al CDI Amelia Blanco #EUVzla,No,500 vacuna # sputnik v llegar cdi amelia blanco # euvzla
Hoy en la Antigua Guatemala es la premiere del documental “Guatemala: On the Edge of Discovery” que muestra la cultura del país y sus problemáticas. Conozca acá los detalles: @prensa_libre,No,antigua guatemala premiere documental “ guatemala : on the edge of discovery ” mostrar cultura país problemática . conozcar acá detalle : @prensa_libre
Smith y Canelo Álvarez esperan cerrar el año con un gran duelo de campeones. #CaneloSmith | ¡Todo listo para la pelea de esta noche!,No,smith canelo álvarez esperar cerrar año duelo campeón . # canelosmith | ¡ listo pelea noche !
Bill Gates: el bulo sobre la nieve que no se derrite que atribuyen al creador de Microsoft. ¿Qué tiene que ver Bill Gates con la nieve y por qué lo acusan? Esta es la otra teoría conspirativa que le atribuyen al creador de Microsoft. ,Clickbait,bill gates : bulo nieve derritar atribuir creador microsoft . ¿ bill gates nieve acusar ? teoría conspirativo atribuir creador microsoft .
"'Fotoperiodismo: misión con propósito', por Mónica Pupo @pupo_monica #Opinión",No,"' fotoperiodismo : misión propósito ' , mónica pupo @pupo_monica # opinión"
"Esta foto del Sol es la más cercana jamás tomada | VIDEO
https://t.co/hr6sgXT1m3",Clickbait,"foto sol cercano jamás tomado | video 
 https://t.co/hr6sgxt1m3"
Canciller de #Irán pide a Europa que medie con EE.UU. para salvar el acuerdo nuclear ►https://t.co/BfZFX6r3Ce,No,canciller # irán pedir europa medie ee.uu. salvar nuclear ► https://t.co/bfzfx6r3ce
"Coronavirus en el Perú: entregarán kit de limpieza valorizado en S/3.400 para cada cien escolares. Coronavirus en el Perú: entregarán kit de limpieza valorizado en S/3.400 para cada cien estudiantes. Este lunes inicia el año escolar 2020 #CovidEnPerú (por @dbedoya08 ) 
https://t.co/2TqQv63zeZ",No,"coronavirus perú : entregar kit limpieza valorizado s/3.400 cien escolar . coronavirus perú : entregar kit limpieza valorizado s/3.400 cien estudiante . lunes iniciar año escolar 2020 # covidenperú ( @dbedoya08 ) 
 https://t.co/2tqqv63zez"
#Argentina registra 10.753 contagios y 220 nuevas muertes por #coronavirus en un día ►https://t.co/NBIlMx0jNJ,No,# argentina registrar 10753 contagio 220 muerte # coronavirus ► https://t.co/nbilmx0jnj
"Luis Suárez: “Me molestó que me dijeran que era viejo y que ya no podía jugar al más alto nivel” El delantero uruguayo, Luis Suárez, desde que dejó al FC Barcelona al final de la última temporada se ha convertido en un jugador clave para el gran presente del Atlético Madrid de Diego Simeone. E…",No,"luis suárez : “ molestar decir viejo poder jugar alto nivel ” delantero uruguayo , luis suárez , fc barcelona temporada convertir jugador clave presente atlético madrid diego simeone . …"
"'Nuestros jóvenes merecen un mejor país', por Gustavo Duque #Opinión",No,"' joven merecer país ' , gustavo duque # opinión"
"'El líder propositivo', por Marayira Chirinos @marayirachirinos #Opinión",No,"' líder propositivo ' , marayira chirinos @marayirachirinos # opinión"
"“Un asesino silente me estaba envenenando en mi propia casa” Nalleli Cobo tenía 9 años cuando empezó a sufrir asma, sangrados en la nariz y fuertes dolores de cabeza.",Clickbait,"“ asesino silente envenenar casa ” nalleli cobo 9 año empezar sufrir asma , sangrado nariz fuerte dolor cabeza ."
The Last of Us Part II y los videojuegos más esperados de junio | VIDEOS ►https://t.co/HUQ0GUToTZ,Clickbait,the last of us part ii videojuego esperado junio | videos ► https://t.co/huq0gutotz
"Aló Obstetra: un número Whatsapp para absolver las dudas y los miedos de las gestantes mientras dure el estado de emergencia ►https://t.co/yVEWi3eq4R
Por @mcyrigoyen",No,"aló obstetra : número whatsapp absolver duda miedo gestant durar emergencia ► https://t.co/yvewi3eq4r  
 @mcyrigoyen"
La segunda noche del Mercedes-Benz Fashion Guatemala apostó por la comodidad en la moda. Conozca los detalles: @prensa_libre,No,noche mercedes-benz fashion guatemala apostar comodidad moda . conozcar detalle : @prensa_libre
AN exige al gobierno colombiano el 'cese inmediato de la violencia' contra Venezuela #Política #EUVzla,No,an exigir gobierno colombiano ' cese inmediato violencia ' venezuela # política # euvzla
"Zoraida Gómez, actriz de “Rebelde”, compartió tierna imagen de su bebé ►",Clickbait,"zoraida gómez , actriz “ rebelde ” , compartir tierna imagen bebé ►"
"5 maneras de ver series y películas con amigos a distancia. Cinco maneras de ver series y películas con amigos a distancia
https://t.co/iKP5pXwSRz",Clickbait,"5 manera serie película amigo distancia . manera serie película amigo distancia 
 https://t.co/ikp5pxwsrz"
"Cómo son las gafas HoloLens de Microsoft que el ejército de Estados Unidos usará en combate. Conozca las gafas HoloLens, un dispositivo de Microsoft con las que el ejército de Estado Unidos espera optimizar sus capacidades en el campo de batalla.
--https://t.co/Rg8dZzD38F",Clickbait,"gafa hololens microsoft ejército unidos usar combate . conozcar gafa hololens , dispositivo microsoft ejército unidos esperar optimizar capacidad campo batalla . 
 --https://t.co/rg8dzzd38f"
Posponen partido de la NBA por positivo al Covid-19 #Deportes #EUVzla,No,posponen partido nba positivo covid-19 # deportes # euvzla
"Ricardo Zúñiga: ‘Zorro’ Zupe es denunciado por presuntos tocamientos indebidos a menor de edad
►",No,"ricardo zúñiga : ‘ zorro ’ zupe denunciar presunto tocamiento indebido menor edad 
 ►"
"Cómo usa Mark Zuckerberg su propia cuenta de Facebook. Si quiere conocer cómo usa #MarkZuckerberg su propia cuenta de #Facebook, aquí se lo contamos. @prensa_libre",Clickbait,"mark zuckerberg facebook . # markzuckerberg # facebook , contar . @prensa_libre"
"Jorge Muñoz: “No solamente estamos para repartir canastas sino para afinar estrategias”

https://t.co/XiBtok2XKC",No,"jorge muñoz : “ repartir canasta afinar estrategia ” 

 https://t.co/xibtok2xkc"
"#Coronavirus | La OMS insta a los países a no usar tratamientos no probados contra el COVID-19 #YoMeQuedoEnCasa #AltoAlCoronavirus
https://t.co/xPfKtreT9O",No,"# coronavirus | oms instar país tratamiento probado covid-19 # yomequedoencasa # altoalcoronavirus 
 https://t.co/xpfktret9o"
Netflix: estos son los estrenos para septiembre 2019. #PorSiNoLoVio Netflix: estos son los estrenos para septiembre,Clickbait,netflix : estreno septiembre 2019 . # porsinolovio netflix : estreno septiembre
OIT y Fundación Adecco promoverán empleo juvenil en la región ►https://t.co/KnJGnMHNdl,No,oit fundación adecco promover empleo juvenil región ► https://t.co/knjgnmhndl
"#Junín: hombre enevena a sus tres hijos y luego se suicida. Madre de los pequeños denunció que el hospital Daniel Alcides Carrión no quiso atender a los niños, a pesar de que habrían llegado con vida ►",No,"# junín : hombre enevenar hijo suicidar . madre pequeño denunciar hospital daniel alcides carrión querer atender niño , haber llegar vida ►"
"5 aspectos en los que la genética afecta tu vida cotidiana y que probablemente no conocías. La genética es un tema recurrente de conversación durante los meses del embarazo. Sin embargo, el efecto de lo que llevamos en el ADN se extendiende hasta afectar nuestros comportamientos y habilidades.
https://t.co/HcU7rDwKAI",Clickbait,"5 aspecto genética afectar vida cotidiano probablemente conocía . genética tema recurrente conversación mes embarazo . , efecto llevar adn extendiendir afectar comportamiento habilidad . 
 https://t.co/hcu7rdwkai"
Carlos Bustos: “Se debió haber esperado la decisión del TAS para armar el fixture de la Liga 1″,No,carlos bustos : “ deber esperar decisión tas armar fixture liga 1″
#Brasil registra 770 muertes y 53.347 casos de #coronavirus en un día ►https://t.co/piN3CMGIs6,No,# brasil registrar 770 muerte 53347 caso # coronavirus ► https://t.co/pin3cmgis6
“Dólar blue” en Argentina: conoce aquí su precio hoy viernes 26 de febrero del 2021,Clickbait,“ dólar blue ” argentina : conocer precio viernes 26 febrero 2021
Movistar mantendrá derechos para la transmisión televisiva de partidos de la Liga 1 y Liga 2,No,movistar mantener derecho transmisión televisivo partido liga 1 liga 2
"Esta es la nueva teoría que explica de dónde vino el meteorito que acabó con los dinosaurios. El impacto del meteorito de Chicxulub cambió la historia de la Tierra para siempre hace 66 millones de años, provocando la extinción del 75 % de las especies, incluidos los dinosaurios, pero, ¿De d…",Clickbait,"teoría explicar venir meteorito acabar dinosaurio . impacto meteorito chicxulub cambiar historia tierra 66 millón año , provocar extinción 75 % especie , incluir dinosaurio , , ¿ d …"
Mensaje a la Nación: Gobierno alista nueva ley general de minería tras conflicto en Tía María. Mensaje a la Nación: Gobierno alista nueva ley general de minería tras conflicto en #TíaMaría. La normativa tiene unos 30 años de vigencia ►,No,mensaje nación : gobierno alista ley general minería conflicto tía maría . mensaje nación : gobierno alista ley general minería conflicto # tíamaría . normativa 30 año vigencia ►
"“Lo que más nos asusta es que a mis padres les quiten la casa”: la angustia de una familia peruana por pagar las deudas tras enfermar de covid-19. Perú se encuentra actualmente iniciando la segunda ola de coronavirus. Hasta el viernes 12 de febrero se habían registrado 1.212.309 casos y 43.045 fallecidos, según la página del Ministerio de Sal…",No,"“ asustar padre quitar casa ” : angustia familia peruano pagar deuda enfermar covid-19 . perú actualmente iniciar ola coronavirus . viernes 12 febrero registrar 1212309 caso 43045 fallecido , página ministerio sal …"
Por qué siempre queremos comer lo que más engorda. Los misterios de la nutrición y por qué comemos lo que comemos.,Clickbait,comer engordo . misterio nutrición comer comer .
"Snapchat no se queda atrás con los filtros y Juegos de Tronos ha sido el blanco. Lo que muchos esperan son los memes de #GameofThrones. Memorables, como los que impulsó Snapchat.",No,"snapchat quedar atrás filtro juegos tronos blanco . esperar mem # gameofthrones . memorables , impulsar snapchat ."
Día Internacional del Libro: 20 obras guatemaltecas que debe conocer. En el #DíaInternacionalDelLibro le compartimos 20 obras guatemaltecas que debe de conocer  @prensa_libre,Clickbait,internacional libro : 20 obra guatemalteco . # díainternacionaldellibro compartir 20 obra guatemalteco   @prensa_libre
Fichajes Colo Colo: ‘Cacique’ anunció a Juan Carlos Gaete y Felipe Fritz como nuevos refuerzos. Fichajes Colo Colo: ‘Cacique’ anunció a Juan Carlos Gaete como nuevo refuerzo,No,fichajes colo colo : ‘ cacique ’ anunciar juan carlos gaete felipe fritz refuerzo . fichajes colo colo : ‘ cacique ’ anunciar juan carlos gaete refuerzo
Compositora y cantante del dueto Jesse & Joy declara que está casada con una mujer y tendrán una hija. La cantante Joy recibió el apoyo y felicitaciones por parte de múltiples artistas.,No,compositora cantante dueto jesse & joy declarar casado mujer hija . cantante joy recibir apoyo felicitación múltiple artista .
"Aracely Arámbula, Luis Miguel y Fernando Colunga: una historia de amor que comenzó y terminó en Acapulco. ¿Cómo se conocieron #AracelyArámbula y #LuisMiguel y qué papel jugó Fernando Colunga?
►https://t.co/uKBzFoQ2JI",Clickbait,"aracely arámbula , luis miguel fernando colunga : historia amor comenzar terminar acapulco . ¿ conocer # aracelyarámbula # luismiguel papel jugar fernando colunga ? 
 ►  https://t.co/ukbzfoq2ji "
#Argentina registra 10.880 casos de #coronavirus y 251 muertes en un día ►https://t.co/vL0gNuvjBI,No,# argentina registrar 10880 caso # coronavirus 251 muerte ► https://t.co/vl0gnuvjbi
"La vacuna de Pfizer puede neutralizar tres variantes de coronavirus, según estudio. Estudio reciente señala que la vacuna de Pfizer-BionTech neutraliza tres variantes del SARS-Cov-2 aparecidas en Reino Unido y Sudáfrica.",No,"vacuna pfizer neutralizar variante coronavirus , estudio . estudio reciente señalar vacuna pfizer-biontech neutralizar variante sars-cov-2 aparecido reino unido sudáfrica ."
ADEX: Se debe redoblar esfuerzos para reducir mortalidad de firmas exportadoras ►https://t.co/4CRUBn5epM,No,adex : redoblar esfuerzo reducir mortalidad firma exportador ► https://t.co/4crubn5epm
El nuevo tráiler de “Toy Story 4” revela la trama de la cinta. La nueva historia de juguetes ya está más cerca.,No,tráiler “ toy story 4 ” revelar trama cinta . historia juguete cerca .
Video: ¿por qué existe la H en español si no suena? La pregunta: ¿por qué existe la H en español si no suena? Aquí la explicación --,Clickbait,video : ¿ h español sonar ? pregunta : ¿ h español sonar ? explicación --
"Liberan a los 22 efectivos de seguridad retenidos por pobladores de San Luis, Petén. Mediante un comunicado de prensa, el Ministerio de Gobernación anunció las acciones legales a tomar por las agresiones a las fuerzas de seguridad.",No,"liberan 22 efectivo seguridad retenido poblador san luis , petén . comunicado prensa , ministerio gobernación anunciar acción legal tomar agresión fuerza seguridad ."
"Cristiano Ronaldo cumple 36 años: los momentos clave desde Funchal hasta llegar a Turín. Cristiano Ronaldo celebra este cinco de febrero los 36 años convertido en una leyenda del fútbol. Ha sido un largo y exitoso viaje desde que saliera de su Funchal natal, en la isla de Madeira, hast…",No,"cristiano ronaldo cumplir 36 año : momento clave funchal llegar turín . cristiano ronaldo celebrar febrero 36 año convertido leyenda fútbol . exitoso viaje salir funchal natal , isla madeira , hast …"
Perú vs. EE.UU.: La valorización de los jugadores estadounidenses ►https://t.co/i39nac7HED,Clickbait,perú vs . ee.uu. : valorización jugador estadounidense ► https://t.co/i39nac7hed
"¿Cuáles son los teléfonos móviles que emiten más radiación y qué puedes hacer al respecto? ¿Sabe cuánta radiación emite su dispositivo? Aquí le mostramos.
https://t.co/XaZwghu071",Clickbait,"¿ teléfonos móviles emitir radiación poder ? ¿ radiación emitir dispositivo ? mostrir . 
 https://t.co/xazwghu071"
Amazon aumenta salario mínimo a US$15 por hora ►https://t.co/w1173sEYwc,No,amazon aumentar salario mínimo us$ 15 hora ► https://t.co/w1173seywc
Produce: Decretos emitidos impulsarán la productividad de las mypes ►https://t.co/stgvgFDoOg,No,produce : decretos emitido impulsar productividad myp ► https://t.co/stgvgfdoog
"Un hombre de 93 años fallece al arder el salón de su vivienda en el distrito de Retiro
https://t.co/UaATzbIHrf",No,"hombre 93 año fallecer arder salón vivienda distrito retiro 
 https://t.co/uaatzbihrf"
Arsenal y Manchester United se olvidan de los goles y empatan por la Premier,No,arsenal manchester united olvidar gol empatar premier
Perú supera los 47 000 fallecidos y recibe primer lote de vacunas de Pfizer,No,perú superar 47 000 fallecido recibir lote vacuna pfizer
"Christopher Capito, un actor ecuatoriano a las puertas de Hollywood. ¡ECUADOR A LAS PUERTAS DE HOLLYWOOD! 🇪🇨👏🏻 🎞️

Christopher Capito, de 24 años, ha trabajado en más de una quincena de producciones audiovisuales en EE.UU.; protagonizará una serie de Netflix »",No,"christopher capito , actor ecuatoriano puerta hollywood . ¡ ecuador puerta hollywood ! 🇪 🇨 👏 🏻 🎞 ️ 

 christopher capito , 24 año , trabajar quincena producción audiovisual ee.uu. ; protagonizar serie netflix »"
"Llega la hora de ESUE, la renovada escuela de Unidad Editorial. RT @unidadeditorial: Llega la hora de ESUE, la renovada @EscuelaUE
https://t.co/meYNO5sGLb",No,"llegar hora esue , renovado escuela unidad editorial . rt @unidadeditorial : llegar hora esue , renovada @escuelaue 
 https://t.co/meyno5sglb"
"Coronavirus en América Latina | Por qué las escuelas en la región son las más afectadas del mundo por los cierres de la pandemia. Cerca de tres millones de niños en América Latina no regresaran al colegio una vez se reabran las aulas.

https://t.co/zm9pCwc9KW",Clickbait,"coronavirus américa latina | escuela región afectado mundo cierre pandemia . cerca millón niño américa latina regresar colegio reabrar aula . 

 https://t.co/zm9pcwc9kw"
"En reunión con prefectos, Arauz dice que la Ley de Defensa de la Dolarización se redactó en EE.UU.",No,"reunión prefecto , arauz ley defensa dolarización redactar ee.uu."
"Delfín consiguió un triunfo agónico ante el Técnico Universitario, en el debut del DT Paúl Vélez en el banquillo manabita
https://t.co/hu9ZQ4I7Jo",No,"delfín conseguir triunfo agónico técnico universitario , debut dt paúl vélez banquillo manabita 
 https://t.co/hu9zq4i7jo"
"#ATENCIÓN | Agentes desalojan a jugadores en cancha; eventos clandestinos y consumo de licor aumentan en #Quito en una semana, pese a la pandemia »",No,"# atención | agente desalojar jugador cancha ; evento clandestino consumo licor aumentar # quito semana , pese pandemia »"
Migrantes varados en la frontera mexicana renuevan la esperanza,Clickbait,migrantes varado frontera mexicano renovar esperanza
Un estudio en guarderías demuestra la baja transmisión de covid-19 entre niños. #ATENCIÓN | Un estudio revela las tasas de infección del #covid19 en las guarderías. ¿Focos de contagio? »,No,estudio guardería demostrar bajo transmisión covid-19 niño . # atención | estudio revelar tasa infección # covid19 guardería . ¿ foco contagio ? »
"Observadores y delegados constataron que 6,4 millones de papeletas con error están selladas y con custodia policial. #Elecciones2021Ec | 6,4 millones de papeletas con error están selladas y con custodia policial y militar. ¿Por qué no fueron destruidas? »",Clickbait,observador delegado constatar 6.4 millón papeleta error sellado custodia policial . # elecciones2021ec | 6.4 millón papeleta error sellado custodia policial militar . ¿ destruir ? »
"Vacuna contra el covid-19 l ""No me pregunten cuál es la mejor"": el testimonio de un epidemiólogo en medio de la campaña de vacunación. La pregunta resume una nueva preocupación",No,"vacuna covid-19 l "" preguntir "" : testimonio epidemiólogo campaña vacunación . pregunta resumir preocupación"
El PNV pide al PP normalizar las relaciones casi tres años después de la moción de censura a Rajoy,No,pnv pedir pp normalizar relación año moción censura rajoy
El debate que dejó la peor nevada que se ha registrado en la historia de Texas,Clickbait,debate nevada registrar historia texas
"Entrevista con Roberta Jacobson: ""La verdad es que la mayoría no va a calificar para recibir asilo en EE.UU."" Entrevista con Roberta Jacobson: ""La gran mayoría de los que intentan cruzar la frontera de manera irregular no va a entrar a EE.UU.""",No,"entrevista roberta jacobson : "" mayoría calificar recibir asilo ee.uu. "" entrevista roberta jacobson : "" mayoría intentar cruzar frontera irregular entrar ee.uu. """
"El Senado de EE.UU. absuelve a Trump: ""La mayoría de los republicanos en el Congreso teme enfadar a las decenas de millones que votaron por él"" La absolución de Trump ""es un cálculo político que reconoce que el populismo está en aumento dentro del Partido Republicano"", le dice a BBC Mundo, William Howell, catedrático de ciencia política en la Universidad de Chicago.",No,"senado ee.uu. absolver trump : "" mayoría republicano congreso temer enfadar decena millón votar "" absolución trump "" cálculo político reconocer populismo aumento partido republicano "" , bbc mundo , william howell , catedrático ciencia político universidad chicago ."
"""Nuestro país se está desmoronando"": el multimillonario estadounidense que pide que los más ricos paguen más impuestos. Puede sonar extraño que un multimillonario pida que le cobren más impuestos. Pero los hay.",Clickbait,""" país desmoronar "" : multimillonario estadounidense pedir rico pagar impuesto . sonar extraño multimillonario pedir cobrir impuesto . ."
"Edicto de Caracalla: cómo fue la mayor concesión de ciudadanía en la historia y qué lecciones nos dejó. De un día para otro, la mayoría de los habitantes de las provincias conquistadas por el Imperio romano recibieron la ciudadanía plena. Te contamos por qué el emperador Caracalla tomó esa decisión y qué nos enseña hoy",Clickbait,"edicto caracalla : concesión ciudadanía historia lección . , mayoría habitante provincia conquistado imperio romano recibir ciudadanía pleno . contar emperador caracalla tomar decisión enseñar"
"Golpe de Estado en Myanmar: ""Creo que debo contribuir, incluso con mi vida, a oponerme a la dictadura"" ""Sabemos que los militares están organizados pero nosotros, el pueblo de Myanmar, odiamos la dictadura militar""",No,"golpe myanmar : "" deber contribuir , vida , oponer yo dictadura "" "" militar organizado , pueblo myanmar , odiar dictadura militar """
"Kobe Bryant: revelan las causas oficiales del accidente de helicóptero en el que murieron el astro de la NBA y su hija. La muerte de Kobe Bryant estremeció al mundo hace más de un año. Ahora, las autoridades de EE.UU. revelaron oficialmente qué pudo haber pasado ese día.",Clickbait,"kobe bryant : revelar causa oficial accidente helicóptero morir astro nba hija . muerte kobe bryant estremeceír mundo año . , autoridad ee.uu. revelar oficialmente ."
"""La depresión tiene que ver con las ganas de vivir, no con estar contento o triste"" ""Terminé poniéndole 'Las muertes chiquitas' porque me pareció que honraba lo que se siente estar deprimido, es como estar muerto en chiquito"".",No,""" depresión gana vivir , contento triste "" "" terminé poner él ' muerte chiquita ' parecer honrar sentir deprimido , muerto chiquito "" ."
"Cómo tu personalidad cambia a medida que cumples años. ""No somos la misma persona durante toda nuestra vida"", señala René Mõttus, psicólogo de la Universidad de Edimburgo.",Clickbait,"personalidad cambiar medida cump él año . "" persona vida "" , señalar rené mõttus , psicólogo universidad edimburgo ."
"Diego Forlán se despidió de Atenas: ""No queríamos este desenlace, pero el fútbol es así""",No,"diego forlán despedir atenas : "" querer desenlace , fútbol """
"Marianella Morena habla de ""Muñecas de piel"", la obra de teatro que llegó a la Justicia",Clickbait,"marianella morena "" muñecas piel "" , obra teatro justicia"
¿Puedo tomar trago después de vacunarme contra el covid-19?,Clickbait,¿ tomar trago vacunar yo covid-19 ?
📱 ¡Truco para Whatsapp! Le contamos cómo bloquear un contacto sin entrar a una conversación →,Clickbait,📱 ¡ truco whatsapp ! contar bloquear contacto entrar conversación →
"Lo que un inversionista debería saber si compra o vende acciones de Avianca. Por su proceso de reorganización, el valor de los títulos de la compañía se reduciría a cero.",Clickbait,"inversionista deber comprar vender acción avianca . proceso reorganización , valor título compañía reducir cero ."
EL TIEMPO le explica todo lo que debe saber del POT de Bogotá. #ElTiempoLeCuenta todo lo que debe saber del POT de Bogotá 🏙️ →,Clickbait,tiempo explicar pot bogotá . # eltiempolecuenta pot bogotá 🏙 ️ →
"El gobernador de Nueva York, Andrew Cuomo, dimite asediado por el escándalo del acoso sexual. El demócrata mantiene su inocencia, pero renuncia arguyendo que lo hace por el bien de los neoyorquinos",No,"gobernador york , andrew cuomo , dimitir asediado escándalo acoso sexual . demócrata mantener inocencia , renunciar arguir neoyorquino"
"América gana el clásico amistoso y hunde más a Chivas. AMÉRICA SE LLEVA EL CLÁSICO 🦅😎

Chivas y Vucetich suman una derrota más, cayeron ante las 'Águilas' 🐐📉

https://t.co/zAHend8JRx",No,"américa ganar clásico amistoso hundir chivas . américa clásico 🦅 😎 

 chivas vucetich sumar derrota , caer ' águilas ' 🐐 📉 

 https://t.co/zahend8jrx"
El Festival Tim Burton tendrá edición de Halloween. RT @Univ_Destinos: Tendrá actividades al estilo de los cuartos de escape y hasta camping,No,festival tim burton edición halloween . rt @univ_desti yo : actividad estilo cuarto escape camping
