DOI	Title	Authors	Abstract	Section	Date
10.48550/arXiv.2503.18095	clarify misconceptions covid-19 vaccine sentiment stance analysis implication vaccine hesitancy mitigation systematic review	Lorena G Barberia, Belinda Lombard, Norton Trevisan Roman, Tatiane C. M. Sousa	background advances machine learning ml model have increase capability researcher to detect vaccine hesitancy social medium use natural language processing nlp . considerable volume research have identify persistence covid-19 vaccine hesitancy discourse share various social medium platform . method objective study be to conduct systematic review research employ sentiment analysis stance detection to study discourse covid-19 vaccine vaccination spread twitter officially know x since 2023 . follow registration prospero international registry systematic review search paper publish 1 january 2020 31 december 2023 use supervise machine learn to assess covid-19 vaccine hesitancy stance detection sentiment analysis twitter . categorize study accord taxonomy five dimension tweet sample selection approach self report study type classification typology annotation codebook definition interpretation result . analyze if study use stance detection report different hesitancy trend use sentiment analysis examine how covid-19 vaccine hesitancy be measure whether effort be make to avoid measurement bias . result review find that measurement bias be widely prevalent study employ supervise machine learn to analyze sentiment stance covid-19 vaccine vaccination . reporting error be sufficiently serious that hinder generalisability interpretation study understand whether individual opinion communicate reluctance to vaccinate sars cov-2 . conclusion improve reporting nlp method be crucial address knowledge gap vaccine hesitancy discourse .	Computation and Language (cs.CL), Computers and Society (cs.CY), Machine Learning (cs.LG)	23/03/2025
10.48550/arXiv.2503.18089	$ d^2lora$ data driven lora initialization low resource tasks	Javad SeraJ, Mohammad Mahdi Mohajeri, Mohammad Javad Dousti	tune large language model be essential optimize performance diverse application particularly scenario limited data availability . tune large language model scarce datum scenario be crucial particularly give that convergence speed lora method be low full fine tuning . paper present analysis post training method include supervised fine tuning sft direct preference optimization dpo odds ratio preference optimization orpo context task specific learning use lora method . next introduce $ d^2lora$ data drive approach initialize lora metric enhance training efficiency especially limited data setting . experiment compare $ d^2lora$ vanilla lora term performance catastrophic forgetting extremely data constrain condition . result demonstrate that $ d^2lora$ achieve 1 improvement gsm8 k benchmark 2 point improvement rouge score title generation task . $ d^2lora$ facilitate adaptation llms multiple task even when task specific datum be scarce thereby reduce training expense offer datum cost .	Computation and Language (cs.CL)	23/03/2025
10.48550/arXiv.2503.18085	temporal relation extraction clinical texts span base graph transformer approach	Rochana Chaturvedi, Peyman Baghershahi, Sourav Medya, Barbara Di Eugenio	temporal information extraction unstructured text be essential contextualizing event derive actionable insight particularly medical domain . address task extract clinical event temporal relation use well study i2b2 2012 temporal relations challenge corpus . task be inherently challenge complex clinical language long document sparse annotation . introduce graphtrex novel method integrate span base entity relation extraction clinical large pre train language model lplm heterogeneous graph transformers hgt to capture local global dependency . hgt component facilitate information propagation document innovative global landmark bridge distant entity . method improve state art 5.5 improvement tempeval $ f_1 $ score previous good to 8.9 improvement long range relation present formidable challenge . work not only advance temporal information extraction also lay groundwork improve diagnostic prognostic model enhanced temporal reasoning .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI), Machine Learning (cs.LG)	23/03/2025
10.48550/arXiv.2503.18076	multi model adaptation speculative decoding classification	Somnath Roy, Padharthi Sreekar, Srivatsa Narasimha, Anubhav Anand	current study introduce novel adaptation speculative decoding repurpose generation classification task . propose multi model framework employ to three lightweight worker model single more robust judge model analogous to draft model target model respectively speculative decoding . worker model task bulk computation independently predict discrete class label give input . when majority worker model agree label be accept final label optimize efficiency bypass computationally expensive judge model . case disagreement judge model intervene to resolve label . approach minimize redundant computation leverage redundancy multiple worker confidence confine judge model 's role challenging case offer practical balance efficiency accuracy . analysis suggest that small box instruction chat finetune worker model 3 billion parameter hereafter 3b demonstrate level alignment judge model comparable large finetune worker model 7 billion parameter hereafter 7b simple high order reasoning task . top perform 3b worker model pair achieve agreement rate approximately 80 83 sentiment 50 80 similar ticket when compare judge model . additionally 3b worker model provide speedup range 2.8x to 9x relative judge model while 7b worker model combination achieve speedup range 1.28x 0.28x	Computation and Language (cs.CL)	23/03/2025
10.48550/arXiv.2503.18072	effectiveness llms automatic grading open end question spanish	GermÃ¡n Capdehourat, Isabel Amigo, Brian Lorenzo, JoaquÃ­n Trigo	grading be time consume laborious task that educator must face . be important task since provide feedback signal learner have be demonstrate that timely feedback improve learning process . recent year irruption llms have shed light effectiveness automatic grading . paper explore performance different llm prompt technique automatically grade short text answer open end question . unlike most literature study focus use case where question answer prompt be all spanish . experimental result compare automatic score human expert evaluator show good outcome term accuracy precision consistency advanced llms open proprietary . result be notably sensitive prompt style suggest bias certain word content prompt . however good combination model prompt strategy consistently surpass accuracy 95 three level grading task even rise more 98 when be simplify binary right wrong rating problem demonstrate potential that llms have to implement type automation education application .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	23/03/2025
10.48550/arXiv.2503.18071	mind eye language reasoning multimodal reasoning	Zhiyu Lin, Yifei Gao, Xian Zhao, Yunfan Yang, Jitao Sang	language model have recently advance realm reasoning be multimodal reasoning can fully unlock potential to achieve more comprehensive human like cognitive capability . survey provide systematic overview recent multimodal reasoning approach categorize two level language centric multimodal reasoning collaborative multimodal reasoning . former encompass one pass visual perception active visual perception where vision primarily serve support role language reasoning . latter involve action generation state update reasoning process enable more dynamic interaction modality . furthermore analyze technical evolution method discuss inherent challenge introduce key benchmark task evaluation metric assess multimodal reasoning performance . finally provide insight future research direction follow two perspective i visual language reasoning omnimodal reasoning ii multimodal reasoning multimodal agent . survey aim to provide structured overview will inspire further advancement multimodal reasoning research .	Computation and Language (cs.CL)	23/03/2025
10.48550/arXiv.2503.18069	long be more important difficult training reasoning models	Si Shen, Fei Huang, Zhixiao Zhao, Chang Liu, Tiansheng Zheng, Danhao Zhu	difficult problem often result long reasoning trace be widely recognize key factor enhance performance reasoning model . however such high challenge problem be scarce limit size available dataset . paper propose simple method to decouple reliance problem difficulty . first empirically demonstrate that reasoning length rather problem difficulty primarily influence performance train model . second identify scaling law reasoning length show model performance increase log linear fashion as reasoning datum length grow . finally introduce straightforward technique to generate reasoning datum arbitrary length show synthesize datum be effective training reasoning model . fine tune qwen2.5 32b instruct language model long1 k dataset present model long1k-32b achieve remarkable performance only 1,000 training sample achieve 95.6\% accuracy math 71.1\% gpqa outperform deepseek r1 distill qwen-32b. model code dataset be open sourced available https url .	Computation and Language (cs.CL)	23/03/2025
10.48550/arXiv.2503.18063	dynamic task vector grouping efficient multi task prompt tuning	Pieyi Zhang, Richong Zhang, Zhijie Nie	multi task prompt tuning utilize multiple high resource source task to improve performance low source target task . exist approach transfer soft prompt train combine source task single ` ` high similar source task one time only . however find that optimal transfer performance often come combination source task be one . far find that similarity source target task also change dynamically fine tuning transfer make similarity calculation initiation stage inadequate . to address issue propose method call dynamic task vector grouping dtvg core idea contain 1 measure task similarity task vector instead soft prompt 2 group optimal source task combination base two metric \it target similarity \it knowledge consistency 3 dynamically update combination iteration step . extensive experiment 26 nlp dataset different setting demonstrate that dtvg effectively group similar source task while reduce negative transfer achieve start art performance .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	23/03/2025
10.48550/arXiv.2503.18062	investigate recent large language models vietnamese machine reading comprehension	Anh Duc Nguyen, Hieu Minh Phi, Anh Viet Ngo, Long Hai Trieu, Thai Phuong Nguyen	large language models llms have show remarkable proficiency machine reading comprehension mrc task however effectiveness low resource language like vietnamese remain largely unexplored . paper fine tune evaluate two state art llms llama 3 8b parameter gemma 7b parameter vimmrc vietnamese mrc dataset . utilize quantized low rank adaptation qlora efficiently fine tune model compare performance powerful llm base baseline . although fine tune model be small gpt-3 gpt-3.5 outperform traditional bert base approach large model . demonstrate effectiveness fine tuning process showcase how modern llm can surpass capability old model like bert while still be suitable deployment resource constrain environment . intensive analysis explore various aspect model performance provide valuable insight adapt llm low resource language like vietnamese . study contribute advancement natural language processing low resource language make fine tune model publicly available https url .	Computation and Language (cs.CL)	23/03/2025
10.48550/arXiv.2503.18008	personalized language models privacy preserve evolutionary model merging	Kyuyoung Kim, Jinwoo Shin, Jaehyung Kim	personalization large language model llms seek to tailor model individual user user group preference . prompt base method augment query user preference information whereas training base method directly encode preference model parameter more effective personalization . despite achieve success personalize llms prior method often fail to directly optimize task specific metric lack explicit privacy preservation mechanism . to address limitation propose privacy preserving model merging evolutionary algorithms prime novel approach personalization employ gradient free method to directly optimize task specific metric while preserve user privacy . incorporate privacy preservation optimization prime produce personalized module effectively capture target user 's preference while minimize privacy risk user share private information . experiment lamp benchmark show that prime outperform prompt base training base method achieve 45 performance improvement prior art . further analysis show that prime achieve significantly well privacy utility trade off highlight potential evolutionary approach privacy preserve llm personalization .	Computation and Language (cs.CL), Neural and Evolutionary Computing (cs.NE)	23/03/2025
10.48550/arXiv.2503.17994	instruct architecture search spatial temporal sequence forecasting llm	Xin Xue, Haoyi Zhou, Tianyu Chen, Shuai Zhang, Yizhou Long, Jianxin Li	spatial temporal sequence forecasting stsf be long stand research problem widespread real world application . neural architecture search nas automate neural network design have be show effective tackle stsf problem . however exist nas method stsf focus generate architecture time consume data drive fashion heavily limit ability to use background knowledge explore complicated search trajectory . large language model llms have show remarkable ability decision making comprehensive internal world knowledge how could benefit nas stsf remain unexplored . paper propose novel nas method stsf base llm . instead directly generate architecture llm inspire llm 's capability multi level enhancement mechanism . specifically step level decompose generation task decision step powerful prompt engineering inspire llm to serve instructor architecture search base internal knowledge . instance level utilize one step tuning framework to quickly evaluate architecture instance memory bank to cumulate knowledge to improve llm 's search ability . task level propose two stage architecture search balance exploration stage optimization stage to reduce possibility be trap local optima . extensive experimental result demonstrate that method can achieve competitive effectiveness superior efficiency exist nas method stsf .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	23/03/2025
10.48550/arXiv.2503.17965	understand effects rlhf quality detectability llm generate text	Beining Xu, Arkaitz Zubiaga	large language models llms have demonstrate exceptional performance range downstream nlp task generate text closely resemble human writing . however ease achieve similarity raise concern potential malicious use scale bad actor as llm generate text become increasingly difficult to discern human text . although detection method have be develop to address issue bad actor can far manipulate llm generate text to make less detectable . work study how far edit text reinforcement learning human feedback rlhf aligns model output human preference affect a quality generate text two task b performance llm generate text detector look training base zero shot detection method . although rlhf improve quality llm generate text find that also tend to produce more detectable lengthy repetitive output . additionally observe that training base detector be vulnerable short text text incorporate code whereas zero shot detector exhibit great robustness .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	23/03/2025
10.48550/arXiv.2503.17963	won establish best practices korean financial nlp	Guijin Son, Hyunwoo Ko, Haneral Jung, Chami Hwang	work present first open leaderboard evaluate korean large language model focus finance . operate about eight week leaderboard evaluate 1,119 submission closed benchmark cover five mcqa category finance accounting stock price prediction domestic company analysis financial market financial agent task one open end qa task . build insight evaluation release open instruction dataset 80k instance summarize widely use training strategy observe top perform model . finally introduce won fully open transparent llm build use good practice . hope contribution help advance development well safe financial llms korean other language .	Computation and Language (cs.CL)	23/03/2025
10.48550/arXiv.2503.17952	slide slide localized information document extraction	Divyansh Singh, Manuel Nunez Martinez, Bonnie J. Dorr, Sonja Schmer Galunder	construct accurate knowledge graph long text low resource language be challenge large language model llms experience degrade performance long input chunk . problem be amplify low resource setting where datum scarcity hinder accurate entity relationship extraction . contextual retrieval method while improve retrieval accuracy struggle long document . truncate critical information text exceed maximum context length llms significantly limit knowledge graph construction . introduce slide sliding localized information document extraction chunking method process long document generate local context overlap window . slide ensure that essential contextual information be retain enhance knowledge graph extraction document exceed llm context limit . significantly improve graphrag performance achieve 24 increase entity extraction 39 improvement relationship extraction english . afrikaans low resource language slide achieve 49 increase entity extraction 82 improvement relationship extraction . furthermore improve upon state art question answer metric such comprehensiveness diversity empowerment demonstrate effectiveness multilingual resource constrain setting .	Computation and Language (cs.CL)	23/03/2025
10.48550/arXiv.2503.17936	empirical study role incompleteness ambiguity interaction large language model	Riya Naik, Ashwin Srinivasan, Estrid He, Swati Agarwal	natural language medium human computer interaction have long be anticipate have be undergo sea change advent large language models llms startling capacity processing generate language . many now treat llm modern day oracle ask almost kind question . unlike delphic predecessor consult llm do not have to be single turn activity ask question receive answer leave also unlike pythia be widely acknowledge that answer llm can be improve additional context . paper aim to study when need multi turn interaction llms to successfully get question answer conclude that question be unanswerable . present neural symbolic framework model interaction human llm agent . propose framework define incompleteness ambiguity question property deducible message exchange interaction provide result benchmark problem answer correctness be show to depend whether not question demonstrate presence incompleteness ambiguity accord property identify . result show multi turn interaction be usually require dataset have high proportion incompleteness ambiguous question that increase interaction length have effect reduce incompleteness ambiguity . result also suggest that measure incompleteness ambiguity can be useful tool characterise interaction llm question answeringproblem	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	23/03/2025
10.48550/arXiv.2503.17933	experience retrieval augmentation electronic health records enables accurate discharge qa	Justice Ou, Tinglin Huang, Yilun Zhao, Ziyang Yu, Peiqing Lu, Rex Ying	to improve reliability large language models llms clinical application retrieval augment generation rag be extensively apply to provide factual medical knowledge . however general medical knowledge open end dataset clinical case base knowledge be also critical effective medical reasoning as provide context ground real world patient experience . motivate propose experience retrieval augmentation exprag framework base electronic health record ehr aim to offer relevant context other patient discharge report . exprag perform retrieval coarse fine process utilize ehr base report ranker to efficiently identify similar patient follow experience retriever to extract task relevant content enhanced medical reasoning . to evaluate exprag introduce dischargeqa clinical qa dataset 1,280 discharge relate question diagnosis medication instruction task . problem be generate use ehr datum to ensure realistic challenging scenario . experimental result demonstrate that exprag consistently outperform text base ranker achieve average relative improvement 5.2 highlight importance case base knowledge medical reasoning .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI), Information Retrieval (cs.IR)	23/03/2025
10.48550/arXiv.2503.17932	stshield single token sentinel real time jailbreak detection large language model	Xunguang Wang, Wenxuan Wang, Zhenlan Ji, Zongjie Li, Pingchuan Ma, Daoyuan Wu, Shuai Wang	large language models llms have become increasingly vulnerable jailbreak attack circumvent safety mechanism . while exist defense method suffer adaptive attack require computationally expensive auxiliary model present stshield lightweight framework real time jailbroken judgement . stshield introduce novel single token sentinel mechanism append binary safety indicator model 's response sequence leverage llm 's own alignment capability detection . framework combine supervise fine tune normal prompt adversarial training use embedding space perturbation achieve robust detection while preserve model utility . extensive experiment demonstrate that stshield successfully defend various jailbreak attack while maintain model 's performance legitimate query . compare exist approach stshield achieve superior defense performance minimal computational overhead make practical solution real world llm deployment .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI), Cryptography and Security (cs.CR)	23/03/2025
10.48550/arXiv.2503.17922	windowkv task adaptive group wise kv cache window selection efficient llm inference	Youhui Zuo, Sibo Wei, Chen Zhang, Zhuorui Liu, Wenpeng Lu, Dawei Song	advancement long context inference capability large language model llms kv cache have become one foundational component . however substantial gpu memory consumption make kv cache compression key technique enable efficient llm inference industrial scenario . while recent study have focus optimize memory occupy kv cache overlook two critical factor preserve semantic coherence consider task specific characteristic compression . to address limitation propose novel task adaptive kv cache window selection method windowkv . windowkv dynamically select local semantic window consist consecutive token accord task specific characteristic ensure retain kv cache capture continuous essential context . additionally introduce intra group layer kv cache index share strategy to reduce computational overhead achieve balance performance efficiency . rigorously evaluate windowkv longbench benchmark result demonstrate that maintain performance comparable full kv cache retention while use only 12 original kv cache significantly reduce memory requirement . furthermore method also achieve state art result needle haystack evaluation highlight effectiveness robustness .	Computation and Language (cs.CL)	23/03/2025
10.48550/arXiv.2503.17900	medplan two stage rag base system personalized medical plan generation	Hsin-Ling Hsu, Cong-Tinh Dao, Luning Wang, Zitao Shuai, Thao Nguyen Minh Phan, Jun-En Ding, Chun-Chieh Liao, Pengfei Hu, Xiaoxue Han, Chih-Ho Hsu, Dongsheng Luo, Wen-Chih Peng, Feng Liu, Fang-Ming Hung, Chenwei Wu	despite recent success apply large language model llms electronic health record ehr most system focus primarily assessment rather treatment planning . identify three critical limitation current approach generate treatment plan single pass rather follow sequential reasoning process use clinician rarely incorporate patient specific historical context fail to effectively distinguish subjective objective clinical information . motivate soap methodology subjective objective assessment plan introduce medplan novel framework structure llm reasoning to align real life clinician workflow . approach employ two stage architecture first generate clinical assessment base patient symptom objective datum then formulate structured treatment plan inform assessment enrich patient specific information retrieval augment generation . comprehensive evaluation demonstrate that method significantly outperform baseline approach assessment accuracy treatment plan quality .	Computation and Language (cs.CL)	23/03/2025
10.48550/arXiv.2503.17882	think refusal trigger safety reflection llms to mitigate false refusal behavior	Shengyun Si, Xinpeng Wang, Guangyao Zhai, Nassir Navab, Barbara Plank	recent advancement large language model llms have demonstrate that fine tuning human alignment can render llms harmless . practice such harmlessness behavior be mainly achieve training model to reject harmful request such explain how to burn neighbor 's house where model appropriately decline to respond . however approach can inadvertently result false refusal where model reject benign query as well such tell how to kill python process . work demonstrate that prompt safety reflection before generate response can mitigate false refusal behavior . build finding introduce think refusal tbr schema conduct safety aware instruction fine tune incorporate safety reflection . ablation study 15 pre train model show that model fine tune safety reflection significantly reduce false refusal behavior while maintain safety overall performance compare fine tune safety reflection .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	22/03/2025
10.48550/arXiv.2503.17876	satisfactory medical consultation base terminology enhanced information retrieval emotional in context learning	Kaiwen Zuo, Jing Tang, Hanbing Qin, Binli Luo, Ligang He, Shiyan Tang	recent advancement large language models llms have mark significant progress understanding respond medical inquiry . however performance still fall short standard set professional consultation . paper introduce novel framework medical consultation comprise two main module terminology enhanced information retrieval teir emotional in context learning eicl . teir ensure implicit reasoning utilization inductive knowledge key terminology retrieval overcome limitation restricted domain knowledge public database . additionally module feature capability process long context . eicl module aid generate sentence high attribute relevance memorize semantic attribute information unlabelled corpora apply control retrieval require information . furthermore dataset comprise 803,564 consultation record be compile china significantly enhance model 's capability complex dialogue proactive inquiry initiation . comprehensive experiment demonstrate propose method 's effectiveness extend context window length exist llm . experimental outcome extensive datum validate framework 's superiority five baseline model term bleu rouge performance metric substantial lead certain capability . notably ablation study confirm significance teir eicl component . addition new framework have potential to significantly improve patient satisfaction real clinical consulting situation .	Computation and Language (cs.CL), Information Retrieval (cs.IR)	22/03/2025
10.48550/arXiv.2503.17860	enhancing retrieval systems inference time logical reasoning	Felix Faltings, Wei Wei, Yujia Bao	traditional retrieval method rely transform user query vector representation retrieve document base cosine similarity embed space . while efficient scalable approach often fail to handle complex query involve logical construct such negation conjunction disjunction . paper propose novel inference time logical reasoning framework explicitly incorporate logical reasoning retrieval process . method extract logical reasoning structure natural language query then compose individual cosine similarity score to formulate final document score . approach enable retrieval process to handle complex logical reasoning compromise computational efficiency . result synthetic real world benchmark demonstrate that propose method consistently outperform traditional retrieval method different model dataset significantly improve retrieval performance complex query .	Computation and Language (cs.CL)	22/03/2025
10.48550/arXiv.2503.17811	feather sql lightweight nl2sql framework dual model collaboration paradigm small language model	Wenqi Pei, Hailing Xu, Hengyuan Zhao, Shizheng Hou, Han Chen, Zining Zhang, Pingyi Luo, Bingsheng He	natural language sql nl2sql have see significant advancement large language model llms . however model often depend closed source system high computational resource pose challenge datum privacy deployment . contrast small language model slm struggle nl2sql task exhibit poor performance incompatibility exist framework . to address issue introduce feather sql new lightweight framework tailor slm . feather sql improve sql executability accuracy 1 schema prune link 2 multi path multi candidate generation . additionally introduce 1 + 1 model collaboration paradigm pair strong general purpose chat model fine tuned sql specialist combine strong analytical reasoning high precision sql generation . experimental result bird demonstrate that feather sql improve nl2sql performance slms 10 boost model fine tuning . propose paradigm raise accuracy ceiling slms 54.76 highlight effectiveness .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI), Databases (cs.DB)	22/03/2025
10.48550/arXiv.2503.17810	parsipy nlp toolkit historical persian texts python	Farhan Farsi, Parnian Fazel, Sepand Haghighi, Sadra Sabouri, Farzaneh Goshtasb, Nadia Hajipour, Ehsaneddin Asgari, Hossein Sameti	study historical language present unique challenge complex orthographic system fragmentary textual evidence absence standardized digital representation text language . tackle challenge need special nlp digital tool to handle phonetic transcription analyze ancient text . work introduce parsipy nlp toolkit design to facilitate analysis historical persian language offer module tokenization lemmatization part speech tagging phoneme transliteration conversion word embed . demonstrate utility toolkit processing parsig middle persian text highlight potential expand computational method study historical language . work contribute computational philology offer tool can be adapt broad study ancient text digital preservation .	Computation and Language (cs.CL)	22/03/2025
10.48550/arXiv.2503.17799	relation extraction instance adapted predicate description	Yuhang Jiang, Ramakanth Kavuluru	relation extraction re be standard information extraction task play major role downstream application such knowledge discovery question answer . although decoder only large language model be excel generative task small encoder model be still go architecture re . paper revisit fine tune such small model use novel dual encoder architecture joint contrastive cross entropy loss . unlike previous method employ fix linear layer predicate representation approach use second encoder to compute instance specific predicate representation infuse real entity span correspond input instance . conduct experiment two biomedical re dataset two general domain dataset . approach achieve f1 score improvement range 1 to 2 state art method simple elegant formulation . ablation study justify importance various component build propose architecture .	Computation and Language (cs.CL)	22/03/2025
10.48550/arXiv.2503.17755	improve preference extraction llms identify latent knowledge classifying probes	Sharan Maiya, Yinhong Liu, Ramit Debnath, Anna Korhonen	large language models llms be often use automate judge to evaluate text effectiveness can be hinder various unintentional bias . propose use linear classifying probe train leverage difference contrast pair prompt to directly access llms latent knowledge extract more accurate preference . extensive experiment use model vary size four different family six diverse dataset assess text quality evaluation common sense reasoning demonstrate that supervise unsupervised probe approach consistently outperform traditional generation base judgement while maintain similar computational cost . probe generalise domain shift can even outperform finetune evaluator same training datum size . result suggest linear probing offer accurate robust computationally efficient approach llm judge task while provide interpretable insight how model encode judgement relevant knowledge . datum code will be openly release future .	Computation and Language (cs.CL), Machine Learning (cs.LG)	22/03/2025
10.48550/arXiv.2503.17753	building resource constrained language agent korean case study chemical toxicity information	Hojun Cho, Donghu Kim, Soyoung Yang, Chan Lee, Hunjoo Lee, Jaegul Choo	language agent power large language model llms face significant deployment challenge resource constrain environment particularly specialized domain less common language . paper present tox chat korean chemical toxicity information agent devise limitation . propose two key innovation context efficient architecture reduce token consumption hierarchical section search scenario base dialogue generation methodology effectively distill tool use capability large model . experimental evaluation demonstrate that fine tuned 8b parameter model substantially outperform untuned model baseline approach term db faithfulness preference . work offer valuable insight researcher develop domain specific language agent practical constraint .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	22/03/2025
10.48550/arXiv.2503.17739	enhance arabic automated essay scoring synthetic data error injection	Chatrine Qwaider, Bashar Alhafni, Kirill Chirkunov, Nizar Habash, Ted Briscoe	automated essay scoring aes play crucial role assess language learner writing quality reduce grade workload provide real time feedback . arabic aes system be particularly challenge lack annotated essay dataset . paper present novel framework leverage large language models llms transformer to generate synthetic arabic essay dataset aes . prompt llm to generate essay cefr proficiency level introduce control error injection use fine tune standard arabic bert model error type prediction . approach produce realistic human like essay contribute dataset 3,040 annotate essay . additionally develop bert base auto mark system accurate scalable arabic essay evaluation . experimental result demonstrate effectiveness framework improve arabic aes performance .	Computation and Language (cs.CL)	22/03/2025
10.48550/arXiv.2503.17684	can llms automate fact checking article write ?	Dhruv Sahnan, David Corney, Irene Larraz, Giovanni Zagni, Ruben Miguez, Zhuohan Xie, Iryna Gurevych, Elizabeth Churchill, Tanmoy Chakraborty, Preslav Nakov	automatic fact check aim to support professional fact checker offer tool can help speed manual fact checking . yet exist framework fail to address key step produce output suitable broad dissemination general public while human fact checker communicate finding fact check article automate system typically produce little justification assessment . here aim to bridge gap . argue need to extend typical automatic fact check pipeline automatic generation full fact check article . first identify key desiderata such article series interview expert lead fact check organization . then develop qraft llm base agentic framework mimic writing workflow human fact checker . finally assess practical usefulness qraft human evaluation professional fact checker . evaluation show that while qraft outperform several previously propose text generation approach lag considerably expert write article . hope that work will enable further research new important direction .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	22/03/2025
10.48550/arXiv.2503.17662	enhance persona consistency llms role playing use persona aware contrastive learning	Ke Ji, Yixin Lian, Linxu Li, Jingsheng Gao, Weiyuan Li, Bin Dai	recent year large language model llms have achieve breakthrough progress many dialogue generation task . however lack emotion fine grain role awareness limit model 's ability to provide personalized diverse interaction far . current method face high cost collect high quality annotate datum scenario such role playing traditional human alignment method be difficult to deploy inherent diversity model behavior role play scenario . inspire alignment model safety behavior rlhf reinforcement learning human feedback paper revisit model role play behavior perspective persona alignment propose novel annotation free framework name \textbf{\underline{p}}ersona aware \textbf{\underline{c}}ontrastive \textbf{\underline{l}}earning pcl to align llms behavior role playing enhance model 's role consistency . specifically first design role chain method to encourage model self question base role characteristic dialogue context to adjust personality consistency . then far enhance model 's role play strategy iterative contrastive learning use role characteristic not . experiment black box white box llms show that llms equip pcl significantly outperform vanilla llm automatic evaluation method chareval gpt-4 human expert evaluation .	Computation and Language (cs.CL)	22/03/2025
10.48550/arXiv.2503.17599	gpbench comprehensive fine grained benchmark evaluate large language models general practitioners	Zheqing Li, Yiying Yang, Jiping Lang, Wenhao Jiang, Yuhang Zhao, Shuang Li, Dingqian Wang, Zhu Lin, Xuanna Li, Yuze Tang, Jiexian Qiu, Xiaolin Lu, Hongji Yu, Shuang Chen, Yuhua Bi, Xiaofei Zeng, Yixian Chen, Junrong Chen, Lin Yao	general practitioner gps serve cornerstone primary healthcare system provide continuous comprehensive medical service . however community orient nature practice uneven training resource gap clinical proficiency gps can vary significantly region healthcare setting . currently large language models llms have demonstrate great potential clinical medical application make promising tool support general practice . however most exist benchmark evaluation framework focus exam style assessment typically multiple choice question lack comprehensive assessment set accurately mirror real world scenario encounter gps . to evaluate how effectively llms can make decision daily work gps design gpbench consist test question clinical practice novel evaluation framework . test set include multiple choice question assess fundamental knowledge general practice as well realistic scenario base problem . question be meticulously annotate expert incorporate rich fine grain information relate clinical management . propose llm evaluation framework be base competency model general practice provide comprehensive methodology assess llm performance real world setting . first large model evaluation set target gp decision make scenario gpbench allow to evaluate current mainstream llms . expert assessment evaluation reveal that area such disease staging complication recognition treatment detail medication usage model exhibit at least ten major shortcoming . overall exist llm be not yet suitable independent use real world gp work scenario human oversight .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	22/03/2025
10.48550/arXiv.2503.17579	leverage human production interpretation asymmetries to test llm cognitive plausibility	Suet-Ying Lam, Qingcheng Zeng, Jingyi Wu, Rob Voigt	whether large language model llms process language similarly human have be subject much theoretical practical debate . examine question lens production interpretation distinction find human sentence processing evaluate extent to instruction tune llms replicate distinction . use empirically document asymmetry production interpretation human implicit causality verb testbe find that llm do quantitatively qualitatively reflect human like asymmetry production interpretation . demonstrate that whether behavior hold depend upon model size large model more likely to reflect human like pattern choice meta linguistic prompt use to elicit behavior .	Computation and Language (cs.CL)	21/03/2025
10.48550/arXiv.2503.17523	bayesian teaching enables probabilistic reasoning large language model	Linlu Qiu, Fei Sha, Kelsey Allen, Yoon Kim, Tal Linzen, Sjoerd van Steenkiste	artificial intelligence system base large language model llms be increasingly use agent interact user world . to do so successfully llms need to construct internal representation world form probabilistic belief representation . to provide user personalized recommendation example llm need to gradually infer user 's preference course multiple interaction . to evaluate whether contemporary llms be able to do so use bayesian inference framework probability theory lay optimal way to update agent 's belief as receive new information . first show that llms do not update belief as expect bayesian framework that consequently prediction do not improve as expect as more information become available even less so than find be case human . to address issue teach llms to reason bayesian manner train to mimic prediction optimal bayesian model . find that approach not only significantly improve llm 's performance particular recommendation task be train also enable generalization other task . suggest that method endow llm broad bayesian reasoning skill . more generally result indicate that llms can learn reasoning strategy effectively generalize skill new domain part explain llms empirical success .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	21/03/2025
