ID,Pregunta,Transcripcion,Estres
ID17,Pregunta10,"Sé que necesito una pausa cuando noto que ya no soy productivo, como cuando leo algo varias veces y no lo comprendo, o me frustro fácilmente. En lugar de forzarme, prefiero darme unos minutos para desconectarme. Descansar no es tiempo perdido, sino parte del proceso para ser más eficiente.",no
ID17,Pregunta11,"Al principio puede parecer complicado, pero he aprendido a verlo como un reto que puedo superar con buena organización. Reparto mi tiempo de forma eficiente y reservo momentos para mí. Estos espacios personales me ayudan a mantener el equilibrio y cuidar mi bienestar emocional.",no
ID17,Pregunta12,Mi materia favorita ha sido Estructuras de Datos porque marcó un antes y después en mi forma de pensar como programador. Me encantó cómo combina la lógica con la eficiencia. El profesor fue muy motivador y eso hizo que la clase fuera aún más interesante. Es una materia que disfruto y que sigo aplicando.,no
ID18,Pregunta1,"Durante toda mi trayectoria académica me he sentido bastante cómodo. La verdad es que he disfrutado la carrera. He tenido algunos momentos de estrés por proyectos y sobrecarga de trabajo, pero en general ha sido una experiencia muy positiva.",no
ID18,Pregunta2,"Estos días me he sentido un poco presionado porque estoy por comenzar una nueva etapa como trabajador, y eso podría complicar algunas cosas con la escuela. Sin embargo, por ahora lo he manejado bien. Solo he sentido un poco de estrés, pero dentro de lo normal.",no
ID18,Pregunta3,"Recientemente me confirmaron que fui aceptado como becario en GNU, lo cual me alegró mucho porque trabajé duro para lograrlo. Fue un objetivo que perseguí con constancia y me siento muy satisfecho de haberlo alcanzado.",no
ID18,Pregunta6,"Disfruto hacer tareas en salones vacíos porque hay mucho silencio, lo cual me ayuda a concentrarme. Nunca he usado la biblioteca, pero los salones tranquilos han sido mi espacio favorito para estudiar o hacer tarea.",no
ID18,Pregunta8,"Cuando estoy bajo presión, empiezo a planificar cómo alcanzar mis objetivos. Divido las tareas entre las más fáciles y accesibles, y así reduzco la carga. Esta organización me permite avanzar sin saturarme.",no
ID18,Pregunta10,"Hago pausas después de trabajar entre 25 y 40 minutos, dependiendo del tipo de tarea. Si estoy muy estresado, trabajo por una hora u hora y media y luego tomo un descanso de 10 minutos. Salgo a caminar o me estiro para liberar la mente. Esto me ayuda a regresar con energía.",no
ID18,Pregunta12,"Mi materia favorita ha sido Análisis y Diseño de Sistemas. Me acercó mucho al desarrollo de software real. El profesor fue excelente y nos enseñó cosas aplicables tanto al ámbito educativo como a la industria. Además, el proyecto que hicimos fue desafiante y muy enriquecedor.",no
ID19,Pregunta1,"Hasta ahora, puedo decir que mi experiencia ha sido realmente gratificante. Aunque me he sentido constantemente retado, eso me ha permitido descubrir habilidades que ni siquiera sabía que tenía. Esta etapa me ha traído aprendizajes tanto académicos como personales, y me siento orgulloso del camino que estoy recorriendo. Siento una mezcla de emoción, compromiso y satisfacción por formar parte de esta etapa tan importante de mi vida.",no
ID19,Pregunta2,"Me he sentido con una actitud muy positiva en estos días. Aunque he tenido muchas actividades, he logrado organizarme mejor. Me ha hecho sentir más en control. He disfrutado avanzar en mis pendientes sin perder el ánimo, y me alegra saber que estoy desarrollando una mayor capacidad para mantenerme motivado, incluso con un ritmo intenso.",no
ID19,Pregunta3,"Algo que me hizo sentir muy bien fue colaborar en equipo para un proyecto. Todos aportamos algo valioso y hubo una muy buena conexión con mi compañera, lo que fortaleció el trabajo y el ambiente. Me sentí un poco mal al tener que rechazar una invitación para poder enfocarme en mis estudios, pero entendí lo importante que es equilibrar mis responsabilidades.",no
ID19,Pregunta4,Últimamente he estado pensando mucho en lo importante que es disfrutar el proceso y no solo enfocarme en los resultados. A veces me exijo demasiado y me olvido de valorar cada pequeño logro. He aprendido a permitirme disfrutar y aprender incluso cuando las cosas no salen perfectas.,no
ID19,Pregunta5,"Lo más difícil fue adaptarme a una semana muy intensa llena de entregas. Sin embargo, lo más satisfactorio fue comprobar que puedo organizarme y salir adelante. Al final, esta experiencia me dejó una sensación de orgullo por haber enfrentado un momento demandante con actitud y constancia.",no
ID19,Pregunta6,"Me gusta mucho estar en la zona de paseo cerca de los salones. Tiene buena ubicación y movimiento, y me permite repasar o simplemente tomar un respiro entre clases. Disfruto sentarme al aire libre y dejar que mi mente se relaje antes de volver a estudiar.",no
ID19,Pregunta7,"Trato de mantenerme enfocado y positivo. Estas semanas requieren tener claridad y prioridades. Aunque el ritmo puede ser pesado, intento verlo como un paso más en mi camino profesional. Me ayuda mucho anticipar tareas y tomarme pequeños momentos para recargarme y continuar con energía.",no
ID19,Pregunta8,"Cuando la presión es alta, lo primero que hago es mantener la calma y recordarme que ya he superado retos antes. Escribo lo que tengo pendiente y lo divido en partes más pequeñas y urgentes. Escucho música relajante o salgo a caminar para despejarme. Me concentro en lo que sí puedo controlar, y eso me da estabilidad.",no
ID19,Pregunta9,"Suelo notar un poco de tensión en la espalda o que respiro más rápido de lo normal. Emocionalmente, me puedo sentir algo inquieto. Afortunadamente, he aprendido a reconocer estas señales a tiempo y tomar medidas para evitar que escalen. Respirar profundo y revisar mi enfoque me ayuda a continuar.",no
ID19,Pregunta10,"Lo noto cuando pierdo la concentración o me cuesta mantener la motivación. En esos momentos sé que es mejor tomar un pequeño descanso, hacer algo que disfrute y desconectarme un rato. Entendí que descansar no es perder el tiempo, sino una inversión para rendir mejor después.",no
ID19,Pregunta11,"Tener muchas cosas por hacer es un desafío, pero también lo tomo como una oportunidad para demostrarme que puedo manejar situaciones exigentes. Intento mantener un equilibrio, aunque sea con pequeñas pausas para mí durante el día. Esta carga me empuja a ser más estratégico y valorar mucho más mi tiempo.",no
ID19,Pregunta12,Me gustó mucho la materia de Fundamentos de Programación porque me dio un contacto real con la lógica estructurada. Me entusiasmaba ver que mis líneas de código daban resultados concretos. Fue una materia que me conectó más con la carrera y me impulsó a seguir aprendiendo con curiosidad.,no
ID20,Pregunta5,"Lo más satisfactorio en estos días ha sido mejorar mi comprensión del inglés. Me ha dado mucha alegría y emoción ver que avanzo, y eso me motiva a seguir aprendiendo cada vez más.",no
ID20,Pregunta6,"Creo que la biblioteca es el lugar más adecuado para estudiar, ya que se evita el ruido y puedo concentrarme. Para descansar no la recomiendo, porque no se permite dormir allí. No he encontrado aún un buen lugar para descansar dentro de la escuela.",no
ID20,Pregunta7,"Las semanas con exámenes y entregas son muy pesadas. Me siento nerviosa, no duermo bien, no como adecuadamente, me deshidrato. Esos días son muy estresantes, no los recomiendo. Estoy corriendo todo el tiempo entre clases, tareas y la biblioteca.",si
ID20,Pregunta9,"Cuando estoy bajo mucha presión, no duermo bien, me siento deshidratada, no como bien, y tengo mucho sueño. A veces me cuesta poner atención en clase. En general, me siento muy cansada.",si
ID20,Pregunta11,"Cuando tengo muchas cosas que hacer y poco tiempo, y no logro cumplir con todo o algo sale mal, me siento súper triste, frustrada y mal conmigo misma. Es una sensación muy fea.",si
ID20,Pregunta12,"Mi materia favorita es Programación, especialmente la relacionada con el Tratamiento de Lenguaje Natural. Aunque no he podido cursarla como me gustaría, ha sido una de las materias que más me ha gustado.",no
ID21,Pregunta3,Algo que me hizo sentir bien esta semana fue asistir a un congreso internacional de inteligencia en la Cámara de Diputados. Fue mi primera vez en un evento así y fue una experiencia muy emocionante. Me motivó a seguir aprendiendo y buscar temas relacionados con mi carrera. Fue una experiencia enriquecedora y satisfactoria.,no
ID21,Pregunta5,"Este mes ha sido muy satisfactorio porque tuve la oportunidad de asistir al Congreso, entregué mi protocolo del TT y viví nuevas experiencias. Me sentí feliz por convivir con otras personas y participar en actividades fuera del Poli. También sentí emoción al estar avanzando en mi trabajo terminal.",no
ID21,Pregunta6,"Un lugar que me gusta tanto para estudiar como para descansar es un salón vacío. En los salones del octágono hay más silencio, lo que me permite concentrarme mejor. Me siento más cómoda allí que en la biblioteca.",no
ID21,Pregunta7,"Cuando tengo muchos trabajos por entregar en la misma semana, me siento muy presionada. Lo que hago es organizarme por fechas de entrega. Trato de distribuir el trabajo por días para no acumularlo todo al final. Aun así, si no alcanzo, ajusto las actividades, pero intento no dejar nada fuera.",si
ID21,Pregunta8,"Cuando me siento muy presionada, a veces me cuesta controlarlo. Si ya no soporto la situación, prefiero darme una hora de descanso para relajarme. Si no lo hago, termino estresándome y no logro avanzar. En cambio, si me doy un tiempo, puedo retomar las actividades con mejor claridad y los problemas se vuelven más manejables.",si
ID21,Pregunta9,"Cuando estoy bajo mucha presión, me da ansiedad. A veces empiezo a morderme los dedos o los labios sin darme cuenta. Son conductas inconscientes que identifico después. Me cuesta controlar esas reacciones, pero son señales claras de que estoy demasiado presionada.",si
ID21,Pregunta11,"A veces me gustaría tener más tiempo para mí. Paso casi todo el día en la escuela y cuando tengo tiempo libre no sé qué hacer con él. El trayecto desde el Estado también es largo, así que casi no estoy en casa. Cuando por fin tengo tiempo libre, no sé cómo aprovecharlo y eso me frustra.",si
ID21,Pregunta12,"Mi materia favorita hasta ahora ha sido Criptografía. Me llamó la atención desde el inicio y me gustó mucho la forma en que la profesora explicaba. La clase era dinámica y nos dejaban ejercicios prácticos, como programas para codificar o descifrar. Eso me ayudó mucho a entender mejor los temas y aplicar lo aprendido.",no
ID22,Pregunta1,"Mis emociones han sido muy buenas. Considero que ha sido una experiencia muy gratificante y feliz, ya que he conocido a muy buenos amigos y he tenido oportunidades laborales gracias a la carrera. Me siento muy satisfecho con todo.",no
ID22,Pregunta2,"Me he sentido muy relajado porque ya no llevo muchas materias, estoy en los últimos semestres y ya pude completar mis proyectos de trabajo terminal. Estoy muy próximo a egresar y estoy disfrutando mis últimos momentos en la escuela.",no
ID22,Pregunta3,Lo que me ha hecho sentir bien últimamente es que estoy a punto de concluir mi carrera. Estoy muy emocionado por comenzar a trabajar y aplicar todo lo que he aprendido. Espero que me vaya muy bien.,no
ID22,Pregunta4,"Últimamente he pensado mucho en que ya estoy por terminar la carrera. Como mencioné, me hace sentir muy bien haber logrado este objetivo.",no
ID22,Pregunta5,"Este mes, lo más satisfactorio fue haber concluido mi servicio social, que era uno de los requisitos que me faltaban para titularme. Eso me hizo sentir muy bien y satisfecho.",no
ID22,Pregunta6,"Me gusta estudiar en salones, especialmente cuando están completamente vacíos. También me gusta ir al área de canchas.",no
ID22,Pregunta7,"Cuando tengo muchas entregas o exámenes, trato de organizarme lo mejor posible para cumplir con todo y obtener buenos resultados. Así puedo sentirme bien conmigo mismo por haber hecho un buen trabajo.",no
ID22,Pregunta8,"Primero trato de relajarme y respirar. Me enfoco en pensamientos positivos, recordando que puedo superar cualquier situación. Eso me ayuda a que el estrés no me afecte y a concluir todo de forma satisfactoria.",no
ID22,Pregunta11,"Trato de manejarlo bien. No me afecta tanto porque entiendo que a veces hay que hacer sacrificios, y eso implica dedicarle tiempo a actividades que tal vez no nos gustan, pero que valen la pena.",no
ID22,Pregunta12,"Mi materia favorita hasta el momento ha sido Procesamiento de Lenguaje Natural, ya que el profesor explica de una manera muy interesante y demuestra que domina el tema, lo cual facilita mucho el aprendizaje.",no
ID23,Pregunta4,Lo que más me ha hecho reflexionar últimamente es que ya estoy en séptimo semestre. Me di cuenta de que aún me falta completar el inglés y no le he dedicado el tiempo suficiente. Pensar en lo que quiero hacer me estresa un poco y me genera muchas dudas por las noches.,si
ID23,Pregunta5,"Lo más satisfactorio de este mes no ha sido algo académico, sino ver ganar a mi equipo de fútbol después de mucho tiempo. Me dio mucha alegría por el cariño que le tengo y la pasión que siento por el deporte.",no
ID23,Pregunta6,"Prefiero los salones vacíos porque puedo hablar con normalidad, incluso dormir si quiero. Además, no hay tanto ruido, lo cual me molesta mucho. En cambio, en la biblioteca o en Las Palapas hay muchas distracciones.",no
ID23,Pregunta7,"No me estreso hasta un día antes del examen. Suelo dejar todo al final porque confío en que lo voy a pasar. En las semanas de entregas me desvelo y me preocupo mucho, pero al final termino sobrellevando todo. Aunque sí, me estreso bastante.",si
ID23,Pregunta9,"Cuando estoy estresado no le presto atención a quienes me hablan porque estoy pensando en cómo resolver el problema. Suelo decir cosas incoherentes, me vuelvo más serio y hasta cambio algunos hábitos simples, como doblar una bolsa, lo cual hago diferente cuando estoy estresado.",si
ID23,Pregunta11,Me afecta mucho tener muchas cosas por hacer y poco tiempo. Me culpo por no haber hecho las cosas con anticipación. A veces me doy por vencido porque siento que no vale la pena el estrés que me genera una actividad que ni siquiera considero tan relevante.,si
ID23,Pregunta12,"Mi materia favorita ha sido Analógica, por el profesor Juan Carlos Martínez. Aunque es muy exigente, me pareció excelente. Me interesaron mucho los temas de circuitos y la presión que generaba en clase me hacía concentrarme y tomar todas las notas. Fue una materia que disfruté mucho y definitivamente la repetiría con el mismo profesor.",no
ID24,Pregunta1,"Creo que mis emociones han sido buenas. Estaba muy emocionado por entrar a la carrera y me puse muy feliz al saber que me quedé en la escuela que era mi primera opción. Ha sido un poco pesado, pero en general he estado muy feliz.",no
ID24,Pregunta2,"Todo ha estado tranquilo. Supongo que es porque varias cosas ya las había estudiado antes, así que no tuve ningún problema. Me he sentido muy bien con mis evaluaciones.",no
ID24,Pregunta3,"Algo que me hizo sentir bien fue haber sacado 10 en materias donde creía que me iba a ir mal, especialmente en Cálculo. Pensé que no me iría bien, pero obtuve una excelente calificación y eso me hizo sentir muy contento.",no
ID24,Pregunta4,Algo que me hizo pensar mucho fue si realmente me iba a quedar en esta escuela. Estaba nervioso por saber si lo lograría o no. Pero ya estoy en mi primer semestre y eso me hace sentir bien.,no
ID24,Pregunta5,Este mes fue bastante satisfactorio porque obtuve 10 en prácticamente todas mis materias. Ahora solo me queda terminar bien el semestre y ver si me darán la beca.,no
ID24,Pregunta6,Me ha gustado ir a la biblioteca. Me parece bonita y tranquila. También suelo ir a los pastos a veces.,no
ID24,Pregunta7,"Las semanas con entregas o exámenes son algo pesadas, pero trato de estudiar y hacer todo en el momento para evitar preocupaciones y sentirme más relajado.",no
ID24,Pregunta10,"Definitivamente necesito tomar una pausa cuando ya no sé qué hacer, cuando tengo muchas ideas y ninguna claridad. Me tomo un descanso, respiro, me distraigo y me siento mejor.",no
ID24,Pregunta11,"Sí me afecta un poco porque antes me gustaba jugar videojuegos y ahora no he podido por enfocarme en la escuela. Pero como también disfruto estudiar, no creo que me afecte demasiado.",no
ID24,Pregunta12,"Hasta ahora, me ha gustado la materia de Fundamentos de Programación. Es la que más me interesa de la carrera. Aunque son conceptos básicos, es un buen repaso y me motiva mucho.",no
ID26,Pregunta1,"Describiría mis emociones de forma positiva. Me he sentido alegre, con mucha energía y muy a gusto durante mi experiencia académica. He enfrentado retos, pero los he sabido manejar, lo que ha hecho que mi día a día tenga resultados positivos y me sienta satisfecho conmigo mismo.",no
ID26,Pregunta2,"En los últimos días he enfrentado varios retos tanto en el servicio social como en la escuela y en lo personal. Sin embargo, he sabido adaptarme y mantener una actitud positiva. Me he sentido cómodo, alegre y con muchas ganas de afrontar lo que venga cada día.",no
ID26,Pregunta3,"En el servicio social me dejaron muchas actividades al mismo tiempo, pero logré cumplir con todas en tiempo y forma. Me sentí muy contento y orgulloso de haberlo logrado, ya que fue una prueba de que si me lo propongo, puedo alcanzar mis metas.",no
ID26,Pregunta4,"Últimamente he estado pensando mucho en el trabajo terminal. Sé que requiere mucho tiempo y esfuerzo, pero he aprendido a gestionar mis tiempos para poder dedicarle lo necesario y desarrollarlo con calidad. Me ha hecho reflexionar mucho, pero también me ha permitido organizarme mejor.",no
ID26,Pregunta5,"Este mes lo más satisfactorio fue sacar un 10 en una materia muy importante para mí. Pero sobre todo, fue una salida con amigos donde pasé momentos de alegría y diversión. Es un recuerdo que guardo con mucho cariño porque hacía tiempo que no convivía así con ellos.",no
ID26,Pregunta6,"Los lugares que más me agradan para estudiar son los salones de clase o las jardineras al aire libre. Son espacios tranquilos, con poco ruido, donde puedo concentrarme y sentirme cómodo. Me transmiten paz y eso me ayuda a enfocarme mejor.",no
ID26,Pregunta7,"Las semanas con muchos exámenes y entregas son muy ajetreadas, pero he aprendido a gestionarlas. Organizo mi tiempo, programo cuándo debo estudiar o entregar trabajos, y eso me permite sobrellevar la semana de forma más tranquila mentalmente.",no
ID26,Pregunta8,"Cuando estoy bajo mucha presión, trato de relajarme, despejar mi mente y no estresarme. Busco soluciones, descanso bien, como algo que me guste, escucho música o salgo a caminar. Todo esto me ayuda a enfocarme y enfrentar el estrés de la mejor manera.",no
ID26,Pregunta10,"Uso un método de estudio en el que trabajo durante 50 minutos y descanso 10. Esto me ayuda a no saturarme y gestionar bien mi tiempo. Durante el descanso salgo a caminar, respiro aire fresco o hago algo diferente para despejarme y regresar con energía.",no
ID26,Pregunta11,"Antes me afectaba tener muchas cosas por hacer en poco tiempo, pero ahora utilizo técnicas para gestionarlo mejor. Hago una lista de actividades, asigno prioridades y administro el tiempo de forma adecuada. Así evito el estrés y la presión.",no
ID26,Pregunta12,"He tenido varias materias que me han gustado, pero mis favoritas han sido Matemáticas Avanzadas y Álgebra Lineal. Los profesores explicaban muy bien y hacían las clases interesantes. Siempre ayudaban a los alumnos y lograban que entendiéramos mejor.",no
ID29,Pregunta1,"Podría describir mis emociones como buenas, no totalmente positivas, pero sí han mejorado bastante en los últimos semestres. He logrado encontrar un balance entre mi vida personal y académica, lo que ha mejorado mucho mi experiencia en la escuela.",no
ID29,Pregunta2,"En estos últimos días me he sentido bastante tranquilo. Al tener un equilibrio entre mi vida personal y académica, no he sentido tanto estrés o presión. He podido desahogarme con otras actividades, y eso me ha hecho sentir bien.",no
ID29,Pregunta3,"Últimamente lo que me ha hecho sentir bien es haber implementado nuevos hábitos que me ayudan a no procrastinar. Antes, la procrastinación me generaba mucho estrés y estados de ánimo bajos. Ahora tengo más tiempo libre para desconectarme del ámbito académico, y eso ha mejorado mi productividad y ánimo.",no
ID29,Pregunta6,"Uno de los lugares que me parece más agradable para estudiar o descansar es el edificio 2, especialmente los salones de la zona 2200 o 2100. Son espacios tranquilos, frescos y muy cómodos para pasar el tiempo libre.",no
ID29,Pregunta8,"Cuando estoy bajo mucha presión, lo manejo de manera tranquila. Nunca he tenido una crisis de ansiedad o un colapso. Durante esas temporadas suelo controlar bien el estrés.",no
ID29,Pregunta12,"Mi materia favorita hasta ahora ha sido Ingeniería de Software. El profesor era muy comprensivo y explicaba muy bien. Además, se preocupaba por nuestro desarrollo personal y no solo por el contenido académico.",no
ID30,Pregunta2,"En los últimos días me he sentido bastante presionado porque estoy muy cerca de entregar un proyecto que es clave en mi trayectoria académica. Si no apruebo el trabajo terminal, se complica mucho el proceso de titulación, lo cual me preocupa bastante.",si
ID30,Pregunta3,"Recientemente tuve juntas de seguimiento del trabajo terminal y salieron bien. Eso me hizo sentir optimista respecto a la presentación que se aproxima. La retroalimentación del director y sinodales ha sido positiva, y me siento más confiado y motivado para seguir adelante.",no
ID30,Pregunta6,"La biblioteca es un lugar tranquilo y fresco, ideal para estudiar y, aunque no está diseñada para ello, también para descansar un poco. A veces me he quedado dormido allí, pero el silencio y la comodidad lo hacen un buen espacio para ambas actividades.",no
ID30,Pregunta7,"Son semanas de mucho estrés y presión. Me cuesta dormir bien porque siempre tengo tareas o entregas pendientes. Aunque no son agradables, forman parte de la vida académica y hay que enfrentarlas como parte del proceso.",si
ID30,Pregunta9,"Cuando estoy muy estresado, me cuesta desconectarme y descansar. Eso me deja física y mentalmente agotado, con poca energía para continuar mis actividades diarias. A veces me falta ánimo y siento que no puedo rendir como debería.",si
ID30,Pregunta11,"Me afecta mucho no tener tiempo para mí. Me gusta hacer otras actividades fuera de lo académico, pero cuando tengo muchas tareas y poco tiempo, el estrés se acumula. Si no tengo momentos para desconectarme, me siento abrumado y eso afecta tanto lo emocional como lo físico.",si
ID30,Pregunta12,"Mi materia favorita ha sido Sistemas Distribuidos. Integra conocimientos de programación, redes y bases de datos. Me ayudó a entender la importancia del cómputo distribuido y la nube en la industria. Me dio las herramientas para pensar en soluciones complejas que podrían aplicarse en distintos contextos reales.",no
ID32,Pregunta2,"Me he sentido muy bien y tranquila. Estoy de vacaciones, lo cual me ha ayudado a relajarme y estudiar para el siguiente corte.",no
ID32,Pregunta3,Salí con mi familia durante estas vacaciones y me siento muy feliz. Ha sido una experiencia que me hizo sentir muy bien.,no
ID32,Pregunta5,"Lo más satisfactorio de este mes ha sido adquirir mejores hábitos. Antes dejaba todo para el último momento o hacía otras cosas, pero ahora he aprendido a priorizar lo importante.",no
ID32,Pregunta6,"Sinceramente, me gustan muchos lugares en ESCOM, pero uno de los más bonitos es la zona exterior cerca de la biblioteca. Es muy relajante y un buen lugar para estudiar.",no
ID32,Pregunta8,"Cuando tengo mucha presión, lo único que hago es respirar profundamente y tratar de relajarme. Eso me ayuda mucho.",no
ID32,Pregunta11,"No me afecta mucho no tener tiempo para mí, porque sé que eventualmente lo tendré. Solo necesito saber distribuir bien mi tiempo para poder lograrlo.",no
ID32,Pregunta12,"Mi materia favorita hasta ahora ha sido Fundamentos de Programación, ya que es parte de la carrera que quiero. Me ayudó a retomar cosas que había olvidado y a aprender otras que no sabía hacer.",no
ID33,Pregunta1,"Mis emociones respecto a esta experiencia académica son bastante agradables. Actualmente me considero una persona emocionalmente estable, con buena inteligencia emocional. Me siento feliz, controlo el estrés de forma óptima y he logrado superar incluso episodios de ansiedad.",no
ID33,Pregunta2,"En los últimos días me he sentido bastante cómodo y tranquilo, ya que no hemos tenido muchas clases y los pocos exámenes ya pasaron.",no
ID33,Pregunta3,Algo que me hizo sentir muy bien recientemente fue el examen de Cálculo Aplicado. Estudié mucho y me fue muy bien. Considero que respondí correctamente todo y espero una calificación bastante alta.,no
ID33,Pregunta5,"Lo más satisfactorio de este mes fue concluir proyectos académicos y haber estudiado exitosamente para los exámenes. Lo más difícil fue un proyecto para Ética que me tomó varios días, pero el resultado final fue muy bueno.",no
ID33,Pregunta6,Uno de los lugares más agradables para estudiar o descansar en ESCOM es Las Palapas durante el día. También la biblioteca es un espacio muy cómodo y silencioso.,no
ID33,Pregunta8,He trabajado mucho en mejorar mi rendimiento bajo presión y creo que ahora soy bastante capaz de trabajar tranquilamente en esas condiciones. Logro calmarme y tomarme tiempos para descansar aunque tenga presión encima.,no
ID33,Pregunta10,"Siento que necesito una pausa cuando llevo mucho tiempo haciendo tarea o estudiando. Suelo descansar después de una hora, especialmente si ya he avanzado bastante. Esto me permite continuar con más energía.",no
ID33,Pregunta11,"Actualmente no siento que tenga muchas cosas por hacer, ya que voy en segundo semestre y no hay tanta tarea. Trato de darme espacios para mí, y aunque no tengo tanto tiempo libre como antes, me parece adecuado para esta etapa.",no
ID33,Pregunta12,"Hasta ahora, mi materia favorita es Ritmos y Estructuras de Datos. El profesor explica muy bien y la materia es parte fundamental de la carrera que más me interesa. Las demás me parecen un poco más difíciles de entender.",no
ID34,Pregunta2,"Antes de las vacaciones me sentía bastante bien, comprometido con la escuela, enfocado y entusiasmado. Ahora en vacaciones estoy más relajado.",no
ID34,Pregunta5,"Lo más satisfactorio de este mes fue pasar al frente y explicar un tema como si diera una clase. Lo hice solo, dominando el tema, y eso me hizo sentir muy bien.",no
ID34,Pregunta6,"No suelo estudiar mucho dentro de la escuela, prefiero hacerlo en casa. Pero si tuviera que elegir, creo que el lugar más agradable es la biblioteca, aunque a veces el ambiente puede darte sueño.",no
ID34,Pregunta7,"Las semanas con entregas y exámenes son estresantes, especialmente cuando se trabaja en equipo y hay diferencias de ritmo o compromiso. También hay materias y temas más difíciles que otros, lo que hace que varíe el nivel de presión.",si
ID34,Pregunta12,"Mi materia favorita hasta ahora ha sido Estructura de Datos, principalmente por los proyectos y la forma de explicar del profesor. Me gustan varias materias de matemáticas, pero el profesor influye mucho en que la experiencia sea buena o mala.",no
ID35,Pregunta2,"Me he sentido más relajada últimamente, pero principalmente porque estamos de vacaciones.",no
ID35,Pregunta3,"Me he sentido bien porque he tenido tiempo para reconectar con algunos amigos que hice durante el semestre, y eso me ha alegrado mucho.",no
ID35,Pregunta4,"Últimamente he estado pensando mucho sobre las expectativas que me han impuesto mis padres y las que yo misma me he puesto. Siento la obligación de cumplirlas, pero no estoy segura de si son las correctas para mí.",si
ID35,Pregunta5,Este mes ha sido más difícil que satisfactorio. Antes de salir de vacaciones tuve varios exámenes y el nivel de estrés fue muy alto. Me costaba concentrarme y manejar todo lo que pasaba a mi alrededor.,si
ID35,Pregunta6,"El lugar donde más he estudiado ha sido la biblioteca. No he probado en otros lugares, pero es el que más utilizo para concentrarme.",no
ID35,Pregunta7,"Durante esas semanas mi calidad de vida baja mucho. Me desvelo, no como a mis horas, a veces me salto comidas, y paso todo el tiempo haciendo trabajos o estudiando para cumplir con los tiempos de entrega.",si
ID35,Pregunta8,"No estoy segura de si manejo bien la presión. Hago una especie de 'visión de túnel' donde solo me concentro en lo que tengo que hacer y abandono todo lo demás. Me vuelvo más irritable y no me permito relajarme hasta terminar, aunque esté bajo mucha presión.",si
ID35,Pregunta9,"Cuando estoy bajo presión, me vuelvo más irritable y respondona. No quiero que nadie me hable ni me distraiga. Suelo ser tajante con las personas. Físicamente, me siento agotada, con sueño, y me cuesta mantenerme despierta.",si
ID35,Pregunta11,"Me afecta principalmente en mis horas de sueño y en mi salud mental. A veces siento que soy yo la que está haciendo todo mal. Intento que eso no crezca más allá, pero me afecta emocionalmente.",si
ID35,Pregunta12,"Mi materia favorita ha sido Fundamentos de Programación, porque llegué sin saber nada del tema. Fue la materia que me enseñó desde cero y me mostró lo maravilloso que es el mundo de la programación.",no
ID36,Pregunta6,"Para estudiar me gusta la biblioteca porque ahí me puedo concentrar más. Para descansar o pasar el tiempo prefiero Las Palapas, porque me siento tranquila en ese espacio.",no
ID36,Pregunta7,"Las semanas con entregas o exámenes son muy pesadas y estresantes. Intento organizarme lo mejor posible, aunque a veces solo duermo una o dos horas. Priorizar las materias según su dificultad me ayuda a manejar mejor el tiempo.",si
ID36,Pregunta9,"Cuando estoy bajo mucha presión, lo primero que siento es ansiedad. Eso me impide concentrarme, me frustra y me cuesta realizar las actividades que debo hacer.",si
ID36,Pregunta12,"Mi materia favorita ha sido Matemáticas Discretas. Aunque fue difícil y no fue en la que mejor me fue, me gustó porque fue un reto que me hizo pensar diferente. Me abrió el panorama y valió totalmente la pena.",no
ID37,Pregunta4,No ha habido algo en particular que me haya hecho reflexionar mucho últimamente. Solo he sentido motivación para seguir adelante.,no
ID37,Pregunta6,"Me gusta estar en salones frescos y con pocas personas, donde todos estén concentrados en estudiar. Quizás la biblioteca, aunque por el clima últimamente se siente muy caliente.",no
ID37,Pregunta8,"Manejo la presión saliendo los fines de semana, comiendo algo que me gusta, conviviendo con amigos o familia, durmiendo más o haciendo ejercicio. Así logro equilibrarme.",no
ID37,Pregunta12,Mi materia favorita en ESCOM hasta ahora ha sido Algoritmos y Estructuras de Datos.,no
ID38,Pregunta2,"En estos días me he sentido en paz y tranquilo porque estoy de vacaciones. He hecho lo que me gusta: pasar tiempo conmigo mismo, entrenar fútbol, correr, hacer ejercicio y jugar videojuegos. Disfruto mucho estar en casa.",no
ID38,Pregunta3,"Algo que me ha hecho sentir mal recientemente ha sido un problema familiar que lleva un proceso largo. Aunque lo sobrellevamos, cada que hay una noticia relacionada es difícil y emocionalmente desgastante.",si
ID38,Pregunta4,"Académicamente, me ha hecho pensar mucho el haber reprobado una materia y cómo lo resolveré en el futuro. Personalmente, también pienso mucho en un problema familiar, aunque sé que no hay solución inmediata. Reflexiono sobre cómo sobrellevarlo.",si
ID38,Pregunta5,"Algo satisfactorio este mes fue ir a entrenar fútbol en las mañanas durante cuatro días seguidos. Aunque no me gustaba levantarme temprano, al llegar al entrenamiento y jugar me sentía en paz y feliz.",no
ID38,Pregunta6,"Sin duda, la biblioteca es el lugar donde mejor se puede estudiar y también descansar si ese es el objetivo.",no
ID38,Pregunta7,"Vivo esas semanas con mucho estrés porque todo se junta. Si no administro bien mis tiempos, se complica. Hay materias que requieren más atención y si no lo manejo bien, puede salir mal. Es una etapa de mucha preocupación.",si
